Unnamed: 0,Unnamed: 1,Indicadores,Programa (MWh),Programa (MWh).1,Programa (MWh).2,Programa (MWh).3,Programa (MWh).4,Programa (MWh).5,Programa (MWh).6,Programa (MWh).7,Programa (MWh).8,Programa (MWh).9,Programa (MWh).10,Programa (MWh).11,Programa (MWh).12,Programa (MWh).13,Programa (MWh).14,Programa (MWh).15,Programa (MWh).16,Programa (MWh).17,Programa (MWh).18,Programa (MWh).19,Programa (MWh).20,Programa (MWh).21,Programa (MWh).22,Programa (MWh).23,Programa (MWh).24,Programa (MWh).25,Programa (MWh).26,Programa (MWh).27,Programa (MWh).28,Programa (MWh).29,Programa (MWh).30,Programa (MWh).31,Programa (MWh).32,Programa (MWh).33,Programa (MWh).34,Programa (MWh).35,Programa (MWh).36,Programa (MWh).37,Programa (MWh).38,Programa (MWh).39,Programa (MWh).40,Programa (MWh).41,Programa (MWh).42,Programa (MWh).43,Programa (MWh).44,Programa (MWh).45,Programa (MWh).46,Programa (MWh).47,Programa (MWh).48,Programa (MWh).49,Programa (MWh).50,Programa (MWh).51,Programa (MWh).52,Programa (MWh).53,Programa (MWh).54,Programa (MWh).55,Programa (MWh).56,Programa (MWh).57,Programa (MWh).58,Programa (MWh).59,Programa (MWh).60,Programa (MWh).61,Programa (MWh).62,Programa (MWh).63,Programa (MWh).64,Programa (MWh).65,Programa (MWh).66,Programa (MWh).67,Programa (MWh).68,Programa (MWh).69,Programa (MWh).70,Programa (MWh).71,Programa (MWh).72,Programa (MWh).73,Programa (MWh).74,Programa (MWh).75,Programa (MWh).76,Programa (MWh).77,Programa (MWh).78,Programa (MWh).79,Programa (MWh).80,Programa (MWh).81,Programa (MWh).82,Programa (MWh).83,Programa (MWh).84,Programa (MWh).85,Programa (MWh).86,Programa (MWh).87,Programa (MWh).88,Programa (MWh).89,Programa (MWh).90,Programa (MWh).91,Programa (MWh).92,Programa (MWh).93,Programa (MWh).94,Programa (MWh).95,Programa (MWh).96
ACE4,1,,"1485,000","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750","33,750"
ACNHC01,8,,"-118,850","-1,475","-1,475","-1,475","-1,475","-1,550","-1,550","-1,550","-1,525","-1,550","-1,550","-1,550","-0,225","-1,525","-0,250","-0,200","-1,475","-1,425","-1,400","-0,250","-0,250","-1,425","-1,475","-1,500","-1,550","-1,650","-0,275","-1,750","-1,725","-1,800","-1,825","-1,850","-1,850","-1,850","-0,275","-1,850","-0,225","-1,825","-1,800","-1,800","-0,300","-0,300","-1,800","-1,775","-1,775","-1,825","-1,825","-1,825","-0,250","-0,325","-0,275","-0,250","-0,300","-0,250","-0,275","-0,250","-0,275","-0,225","-0,275","-0,250","-0,225","-0,250","-0,250","-0,225","-0,225","-0,275","-0,275","-1,675","-1,700","-1,775","-1,800","-1,800","-1,775","-1,725","-1,725","-1,725","-1,725","-1,775","-1,775","-1,775","-1,750","-1,725","-1,700","-1,700","-1,700","-1,725","-1,700","-1,675","-1,650","-1,625","-1,600","-1,575","-1,550","-1,525","-1,500","-1,525","-1,500"
ACSOC01,8,,"-46,800","-0,400","-0,400","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,400","-0,400","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,700","-0,700","-0,700","-0,700","-0,600","-0,600","-0,600","-0,700","-0,700","-0,700","-0,700","-0,700","-0,600","-0,700","-0,700","-0,700","-0,600","-0,600","-0,600","-0,600","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,500","-0,400","-0,400","-0,400","-0,400"
ACTIC01,8,,"-34,375","-0,325","-0,325","-0,325","-0,325","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,300","-0,275","-0,300","-0,300","-0,275","-0,275","-0,300","-0,300","-0,275","-0,275","-0,300","-0,300","-0,300","-0,300","-0,325","-0,300","-0,300","-0,300","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,425","-0,425","-0,425","-0,425","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,400","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,425","-0,400","-0,400","-0,400","-0,400","-0,375","-0,375","-0,375","-0,375","-0,375","-0,350","-0,375","-0,375","-0,375","-0,350","-0,350","-0,350","-0,350","-0,350","-0,350","-0,325"
ADEIC01,8,,"-435,100","-0,700","-1,725","-1,775","-1,775","-1,775","-1,750","-1,750","-3,525","-3,650","-3,550","-3,525","-3,500","-3,400","-3,300","-3,250","-3,300","-3,300","-3,200","-1,550","-1,575","-1,625","-1,650","-0,675","-0,700","-0,700",,,,,,,"-0,850","-0,875","-4,425","-4,400","-8,275","-8,300","-8,150","-7,900","-7,800","-8,350","-8,275","-8,300","-8,275","-8,350","-8,275","-8,175","-8,200","-8,275","-8,100","-8,100","-8,050","-8,000","-7,900","-7,900","-7,975","-7,675","-7,675","-7,775","-7,800","-7,775","-7,775","-7,775","-7,775","-7,700","-7,850","-7,975","-8,050","-7,900","-7,975","-8,100","-8,275","-7,900","-7,975","-8,200","-8,475","-8,000","-2,000","-4,100","-4,175","-8,050","-2,050","-2,075","-0,850","-0,825","-0,800",,,,,"-0,700","-0,700","-0,675","-0,675","-0,675","-1,650"
ADEIV01,2,,"1,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025",,,,,,,,,,,,,
ADELC01,8,,"-445,075","-4,475","-4,400","-4,350","-4,275","-4,200","-4,175","-4,125","-4,100","-4,050","-4,025","-3,975","-3,950","-3,900","-3,900","-3,900","-3,900","-3,900","-3,950","-3,975","-4,025","-4,050","-4,125","-4,200","-4,250","-4,325","-4,475","-4,600","-4,750","-4,875","-4,800","-4,750","-4,675","-4,600","-4,725","-4,875","-5,000","-5,125","-5,200","-5,250","-5,325","-5,375","-5,375","-5,350","-5,350","-5,325","-5,325","-5,325","-5,325","-5,325","-5,350","-5,375","-5,375","-5,400","-5,350","-5,325","-5,275","-5,225","-5,175","-5,150","-5,100","-5,050","-5,000","-4,925","-4,875","-4,800","-4,775","-4,750","-4,725","-4,700","-4,675","-4,625","-4,600","-4,550","-4,525","-4,500","-4,475","-4,450","-4,475","-4,475","-4,500","-4,500","-4,500","-4,500","-4,475","-4,475","-4,450","-4,450","-4,425","-4,400","-4,325","-4,250","-4,150","-4,075","-4,200","-4,325","-4,425"
ADSEC01,8,,"-6,175","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,050","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075","-0,075"
ADSNC01,8,,"-47,325","-0,625","-0,600","-0,600","-0,575","-0,575","-0,575","-0,575","-0,575","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,525","-0,525","-0,525","-0,525","-0,550","-0,550","-0,550","-0,550","-0,550","-0,575","-0,575","-0,600","-0,650","-0,675","-0,700","-0,700","-0,725","-0,750","-0,750","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775","-0,775",,,,,,,,,,,,,,,,,,,,,"-0,800","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,825","-0,800","-0,800","-0,775","-0,775",,,,"-0,475","-0,575",,,,"-0,575","-0,575","-0,550"
ADURC01,8,,"-66,275","-0,600","-0,575","-0,575","-0,550","-0,525","-0,525","-0,525","-0,525","-0,575","-0,575","-0,575","-0,575","-0,550","-0,550","-0,550","-0,550","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,475","-0,450","-0,475","-0,500","-0,575","-0,625","-0,675","-0,725","-0,800","-0,850","-0,875","-0,875","-0,875","-0,875","-0,875","-0,875","-0,900","-0,900","-0,900","-0,900","-0,900","-0,900","-0,900","-0,900","-0,875","-0,875","-0,875","-0,875","-0,850","-0,850","-0,850","-0,850","-0,875","-0,875","-0,875","-0,875","-0,850","-0,825","-0,825","-0,800","-0,825","-0,825","-0,800","-0,775","-0,750","-0,725","-0,675","-0,650","-0,575","-0,550","-0,525","-0,550","-0,575","-0,575","-0,575","-0,600","-0,600","-0,625","-0,625","-0,650","-0,650","-0,650","-0,650","-0,675","-0,700","-0,725","-0,700","-0,675","-0,625","-0,600","-0,600","-0,575"
ADXC01,8,,"-2931,500","-25,900","-26,200","-25,900","-25,800","-25,900","-25,700","-25,400","-25,200","-24,900","-24,700","-24,700","-24,500","-24,500","-24,600","-24,600","-24,800","-24,700","-24,700","-24,800","-24,600","-25,100","-25,100","-25,800","-26,600","-28,200","-29,100","-29,700","-30,000","-31,400","-32,400","-33,200","-32,600","-33,500","-34,500","-35,000","-34,900","-34,700","-35,200","-35,700","-35,700","-35,000","-35,300","-35,600","-35,600","-35,700","-35,700","-36,000","-35,700","-36,000","-36,300","-36,100","-35,900","-35,500","-35,300","-34,700","-33,800","-33,400","-33,300","-33,000","-32,300","-32,300","-32,200","-32,000","-31,600","-31,800","-31,500","-31,300","-31,200","-31,000","-31,200","-31,100","-30,900","-31,200","-31,300","-31,500","-31,400","-31,800","-32,200","-32,200","-32,000","-31,900","-32,000","-31,600","-31,300","-31,000","-30,800","-30,300","-29,800","-29,700","-29,500","-28,900","-28,100","-26,700","-26,000","-25,900","-25,600"
AEDEC01,8,,"-51,500","-0,450","-0,450","-0,450","-0,450","-0,450","-0,425","-0,425","-0,425","-0,425","-0,450","-0,450","-0,425","-0,425","-0,425","-0,400","-0,400","-0,400","-0,375","-0,375","-0,375","-0,375","-0,375","-0,375","-0,425","-0,450","-0,500","-0,550","-0,550","-0,550","-0,550","-0,550","-0,550","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,525","-0,550","-0,550","-0,525","-0,500","-0,475","-0,475","-0,475","-0,500","-0,525","-0,550","-0,550","-0,550","-0,550","-0,575","-0,550","-0,550","-0,550","-0,550","-0,550","-0,575","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600","-0,625","-0,650","-0,650","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,675","-0,650","-0,650","-0,625","-0,600","-0,600","-0,600","-0,600","-0,600","-0,600"
AEIDGEN,10,,"8,325","0,075","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,050","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,025","0,050","0,050","0,050","0,050","0,050","0,050","0,075","0,075","0,075","0,075","0,075","0,075","0,075","0,100","0,100","0,100","0,100","0,100","0,100","0,125","0,125","0,100","0,125","0,150","0,175","0,175","0,200","0,225","0,175","0,200","0,200","0,200","0,225","0,250","0,325","0,375","0,375","0,400","0,400"
AENEC01,8,,"-506,925","-4,875","-4,850","-4,825","-4,800","-4,900","-5,000","-4,975","-4,800","-1,700","-1,750","-1,725","-1,675","-1,675","-1,675","-1,700","-1,675","-1,600","-1,575","-1,525","-1,550","-3,525","-5,200","-6,400","-6,400","-6,550","-6,825","-6,725","-6,850","-6,975","-7,100","-7,225","-6,125","-6,000","-6,075","-4,075","-4,100","-4,175","-4,225","-4,275","-4,275","-4,625","-4,625","-4,625","-4,600","-6,825","-6,800","-6,800","-6,825","-6,775","-6,725","-6,700","-6,700","-5,900","-5,875","-5,875","-5,875","-5,800","-5,775","-5,750","-5,750","-5,775","-5,750","-5,750","-5,750","-5,750","-5,750","-5,775","-5,775","-8,550","-8,575","-8,600","-8,600","-8,425","-8,425","-8,450","-8,475","-8,500","-8,525","-8,550","-8,550","-8,975","-9,125","-6,825","-1,900","-2,075","-1,800","-1,350","-1,350","-1,850","-2,025","-2,125","-5,325","-2,000","-5,175","-7,325","-8,225"
AEQC01,8,,"-833,850","-6,875","-6,700","-6,550","-6,400","-6,275","-6,150","-6,050","-5,975","-5,900","-5,850","-5,800","-5,750","-5,725","-5,700","-5,700","-5,700","-5,725","-5,750","-5,800","-5,875","-6,000","-6,125","-6,300","-6,500","-6,725","-6,975","-7,250","-7,525","-7,825","-8,125","-8,425","-8,725","-9,000","-9,275","-9,525","-9,750","-9,950","-10,125","-10,300","-10,450","-10,575","-10,700","-10,800","-10,900","-11,000","-11,075","-11,150","-11,225","-11,250","-11,275","-11,300","-11,275","-11,225","-11,175","-11,100","-11,000","-10,900","-10,775","-10,675","-10,550","-10,450","-10,325","-10,225","-10,150","-10,050","-9,975","-9,875","-9,800","-9,725","-9,650","-9,575","-9,525","-9,450","-9,400","-9,350","-9,300","-9,250","-9,225","-9,200","-9,175","-9,150","-9,100","-9,050","-9,000","-8,950","-8,875","-8,800","-8,675","-8,550","-8,425","-8,250","-8,075","-7,875","-7,675","-7,450","-7,225"
AFIBGEV,17,,"3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,750","0,750","0,750","0,750",,,,,,,,
AFIBHEC,17,,"-5,875",,,,,,,,,,,,,,,,,,,"-0,875",,,,,,,,,,,,,,,,,,,"-1,250",,,,,,,,,,,,"-1,250",,,,,,"-1,250",,,,"-1,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIBHFC,17,,"-20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250","-1,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIOLHC,17,,"-62,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-3,125","-3,125","-3,125","-3,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFIREHC,17,,"-62,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-6,250","-3,125","-3,125","-3,125","-3,125",,,,,,,,,,,,,,,,,,,,,,,,
