up_code,up_name_final,legal_entity,group_name,group_confidence,ownership_pct,ownership_pct_numeric,owner_count,technology,unit_type_omie,zone_omie,uf_count,uf_codes,uf_names,subject_code,mapping_source,group_source_url
CEVD472,FV. COLON,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD473,FV. PALOMARES,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD475,FV. NUMANCIA SOLAR 1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD476,FV. LAS ROZAS SOLAR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD477,C.H. ARROYO POZOS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Hidráulica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD478,BIOARTIGAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Térmica Renovable,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD479,C.H. CAMPOSOLILLO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Hidráulica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD480,C.H. BOCANA DEL CASAR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Hidráulica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD481,C.H. CERRATO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Hidráulica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD482,C.H. GORGOL,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Hidráulica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD483,C.H. LA ISLA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Hidráulica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD484,BIOMERUELO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Térmica Renovable,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD485,C.H. PAMSA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Hidráulica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD486,FV. BOLARQUE1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD487,FV. BOLARQUE2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD488,FV. BOLARQUE3,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD489,FV. ALMOGUERA1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD490,FV JALÓN I,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD491,FV NAVARROS II,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD492,FV MÁS DE GIL,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD493,FV. NAVARROS I,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD494,FV. MYRTEA1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD495,FV SOCOVOS 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD496,FV. NEOSOL,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD497,FV. PUCELAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD498,FV. YESERAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD499,P.E. PLASENCIA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Eólica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD500,FV. ARCO 8,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD501,FV. VALDECARRETAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD502,FV. GUADAJOZ HIVE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD503,FV. VILLAMAÑÁN,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD504,FV. ATALAYA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD505,FV. GUZMÁN I,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD506,FV. LAS CORONADAS HIVE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD507,FV. BURRIANA 1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD508,FV. BURRIANA 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD509,FV. DON RODRIGO HIVE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD510,FV. CAMPOS DEL RIO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD511,FV. EL PEDRERO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CEVD512,FV. MIRABUENA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CGGRABI,CGGRABI,GENERA ENERGIA Y TECNOLOGIA,,,,,1,Gas Natural Cogeneración,,,1.0,GRABI,GRABI,GNRA,eSIOS UP + OMIE exact code + eSIOS UF,
CGLAM,CGLAM,GENERA ENERGIA Y TECNOLOGIA,,,,,1,Derivados del petróleo ó carbón,,,1.0,CGLAM,AYPGNR,GNRA,eSIOS UP + OMIE exact code + eSIOS UF,
CHAC01,CHAC01,CHARGE ENERGY SL,,,,,1,Comercializadores mercado libre,,,1.0,CHAC01,CHAC01,CHARG,eSIOS UP + OMIE exact code + eSIOS UF,
CHANC01,CHANDUY,RECICLAJES ECOLGICOS CHANDUY,,,,,1,Comercializadores mercado libre,,,1.0,CHANC01,CHANDUY,CHAND,eSIOS UP + OMIE exact code + eSIOS UF,
CHBAO,BARROSA,GENERA ENERGIA Y TECNOLOGIA,,,,,1,Hidráulica UGH,,,1.0,BRRS,BARROSA,GNRA,eSIOS UP + OMIE exact code + eSIOS UF,
CHCC01,CHCC01,"CIDE HCENERGIA, S.A.U",,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CHCC01,CHCC01,CHC,eSIOS UP + OMIE exact code + eSIOS UF,
CHCOC01,CHCOC01,"COMERCIALIZADOR DE REFERENCIA ENERGÉTICO, S.L.U",,,100 COMERCIALIZADOR,,1,Comercializadores mercado libre,ULTIMO RECURSO,ZONA ESPAÑOLA,1.0,CHCOC01,CHCOC01,CHCOR,eSIOS UP + OMIE exact code + eSIOS UF,
CHENC01,CHURCH,"CHURCH ENERGY, S.L.",,,,,1,Comercializadores mercado libre,,,1.0,CHENC01,CHURCH,CHURC,eSIOS UP + OMIE exact code + eSIOS UF,
CHERC01,SOT CHERA,ELECTRICA SOT DE CHERA,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CHERC01,SOT CHERA,CHERA,eSIOS UP + OMIE exact code + eSIOS UF,
CHIPB,CHIPB,GRUPO ENDESA GENERACION,Endesa,derived_from_legal_name,,,1,Consumo bombeo,,,3.0,IP1B|IP2B|IP3B,IP 1B|IP 2B|IP 3B,ENDG,eSIOS UP + OMIE exact code + eSIOS UF,https://www.endesa.com/
CHIPG,CHIPG,GRUPO ENDESA GENERACION,Endesa,derived_from_legal_name,,,1,Turbinación bombeo,,,3.0,IP1|IP2|IP3,IP 1G|IP 2G|IP 3G,ENDG,eSIOS UP + OMIE exact code + eSIOS UF,https://www.endesa.com/
CHISC01,CHISTA_COM,COMERCIALIZADORA LA CHISTABINA S.L.U,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CHISC01,CHISTA_COM,COMCH,eSIOS UP + OMIE exact code + eSIOS UF,
CHURC,URDICETO 2,GENERA ENERGIA Y TECNOLOGIA,,,,,1,Hidráulica UGH,,,1.0,URT2,URDICETO 2,GNRA,eSIOS UP + OMIE exact code + eSIOS UF,
CHURC01,CHURC01,PRODUCTOS CHURRUCA,,,,,1,Consumos directos en mercado,,,1.0,CHURC01,CHURC01,CHURR,eSIOS UP + OMIE exact code + eSIOS UF,
CHURD,URDICETO,GENERA ENERGIA Y TECNOLOGIA,,,,,1,Hidráulica UGH,,,1.0,URT1,URDICETO 1,GNRA,eSIOS UP + OMIE exact code + eSIOS UF,
CHVADOM,CHVADO,STIN SA,,,,,1,Hidráulica no UGH,,,1.0,CHVADO,CHVADO,STIN,eSIOS UP + OMIE exact code + eSIOS UF,
CHVN,CHVN,WIND TO MARKET,,,,,1,Hidráulica UGH,,,1.0,CHVN,CHAVIN,WMARK,eSIOS UP + OMIE exact code + eSIOS UF,
CID1,CID1,ELECTRICIDAD ELEIA SL,,,,,1,Solar fotovoltaica,,,1.0,FVCID1,FVCID1,ELEIA,eSIOS UP + OMIE exact code + eSIOS UF,
CID2,CID2,ELECTRICIDAD ELEIA SL,,,,,1,Solar fotovoltaica,,,1.0,FVCID2,FVCID2,ELEIA,eSIOS UP + OMIE exact code + eSIOS UF,
CID3,CID3,ELECTRICIDAD ELEIA SL,,,,,1,Solar fotovoltaica,,,1.0,FVCID3,FVCID3,ELEIA,eSIOS UP + OMIE exact code + eSIOS UF,
CID4,CID4,ELECTRICIDAD ELEIA SL,,,,,1,Solar fotovoltaica,,,1.0,FVCID4,FVCID4,ELEIA,eSIOS UP + OMIE exact code + eSIOS UF,
CILCOR,CILCOR,REPSOL FUELS SA,Repsol,derived_from_legal_name,100,100.0,1,Derivados del petróleo ó carbón,GENERACION,ZONA ESPAÑOLA,1.0,CILCOR,CILCOR,REPP,eSIOS UP + OMIE exact code + eSIOS UF,https://www.repsol.com/
CIMAC01,CIMA,CIMA ENERGIA COMERCIALIZADORA SL,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CIMAC01,CIMA,CIMA,eSIOS UP + OMIE exact code + eSIOS UF,
CINCOVI,CINCOVILLA,ELECTRICIDAD ELEIA SL,,,,,1,Biomasa,,,1.0,BICINCO,BIOCINCO,ELEIA,eSIOS UP + OMIE exact code + eSIOS UF,
CINEC01,CINEC01,CINETICA SOLUCIONES ENERGETICAS S.L,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CINEC01,CINEC01,CINET,eSIOS UP + OMIE exact code + eSIOS UF,
CJON1XR,REPRESENTANTE DE CONSUMOS AUX,TOTALENERGIES GAS AND POWER LIMITED,TotalEnergies,derived_from_legal_name,100,100.0,1,Compras Consumos Auxiliares,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://totalenergies.com/
CJON3X,CCAA CTJ3,TOTALENERGIES CLIENTES S.A.U.,TotalEnergies,derived_from_legal_name,,,1,Consumo de Servicios Auxiliares,,,1.0,CJON3X,CCAA CTJ3,NATGA,eSIOS UP + OMIE exact code + eSIOS UF,https://totalenergies.com/
CJON3XR,REPRESENTANTE DE CONSUMOS AUX,TOTALENERGIES GAS AND POWER LIMITED,TotalEnergies,derived_from_legal_name,100,100.0,1,Compras Consumos Auxiliares,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://totalenergies.com/
CLARC02,UNIDADE COMPRA,"CLARO ENERGIA,LDA.",,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
CLEAC01,CLEARVIEW,CLEARVIEW ENERGY SL.,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CLEAC01,CLEARVIEW,CLEAR,eSIOS UP + OMIE exact code + eSIOS UF,
CLIDC01,CLIDOMUP01,HOLALUZ-CLIDOM SA,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CLIDC01,CLIDOMUP01,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIDC02,UD. COMERCIALIZACION,CLIDOMER UNIPESSOAL LDA,,,100,100.0,1,Comercializador,COMERCIALIZADOR,ZONA PORTUGUESA,,,,,OMIE exact unit code,
CLIDV02,FV OURIKA,CLIDOMER UNIPESSOAL LDA,,,100,100.0,1,RE Tarifa CUR (uof),GENERACION,ZONA PORTUGUESA,,,,,OMIE exact unit code,
CLIFV10,FV T10,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,2.0,FV1081|FV1089,FV1081|FV1089,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV21,CLIFV21,ELECTRICIDAD ELEIA SL,,,,,1,Solar fotovoltaica,,,1.0,FV1026,FV1026,ELEIA,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV30,CLIFV30,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV1052,FV1052,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV31,CLIFV31,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV1053,FV1053,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV32,CLIFV32,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV1054,FV1054,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV35,CLIFV35,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV1059,FV1059,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV45,CLIFV45,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV1073,FV1073,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV53,CLIFV53,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV1087,FV1087,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV54,CLIFV54,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV1088,FV1088,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV55,CLIFV55,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV1090,FV1090,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIFV58,CLIFV58,HOLALUZ CLIDOM,,,,,1,Solar fotovoltaica,,,1.0,FV0058,FV0058,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIPCX1,CLIPCX1,HOLALUZ-CLIDOM SA,,,100,100.0,1,Porfolio,PORFOLIO,ZONA ESPAÑOLA,1.0,CLIPCX1,CLIPCX1,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIPVX1,CLIPVX1,HOLALUZ-CLIDOM SA,,,100,100.0,1,Porfolio,PORFOLIO,ZONA ESPAÑOLA,1.0,CLIPVX1,CLIPVX1,CLIDM,eSIOS UP + OMIE exact code + eSIOS UF,
CLIVD01,UNIDAD OFERTA TARIFA,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD05,FOTOVOLTAICA TIPO 10,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD48,CLIVD48,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD49,CLIVD49,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD50,CLIVD50,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD54,CLIVD54,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD58,CLIVD58,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD65,CLIVD65,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD73,CLIVD73,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD74,CLIVD74,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD75,CLIVD75,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIVD77,CLIVD77,HOLALUZ-CLIDOM SA,,,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CLIWI11,EOL 1014,TOTAL GAS,,,,,1,Eólica terrestre,,,1.0,WI1014,EOL 1014,TOTGA,eSIOS UP + OMIE exact code + eSIOS UF,
CMILLAS,CMILLAS,LONJAS TECNOLOGIA S.A.,,,,,1,Gas Natural Cogeneración,,,1.0,CMILLAS,CMILLAS,LMER,eSIOS UP + OMIE exact code + eSIOS UF,
CNCRE01,VENTA EXCEDENTES FV,CONECTA2 ENERGIA SL,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CNCRE02,FV MAYOR1MW,CONECTA2 ENERGIA SL,,,100,100.0,1,RE Mercado Solar Fotovoltáica,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,
CNTLC01,CNTLC01,ELECTRACOMERCIAL CENTELLES,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CNTLC01,CNTLC01,CENTS,eSIOS UP + OMIE exact code + eSIOS UF,
COALC01,COALC01,"COMERCIALIZADORA SUM ESP ALGINETENSES, S.L.",,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,COALC01,COALG01 CO,COALG,eSIOS UP + OMIE exact code + eSIOS UF,
CODOC01,CODOC01,ENERGIA COSTA DORADA SLU,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,CODOC01,CODOC01,CODOR,eSIOS UP + OMIE exact code + eSIOS UF,
COELC01,GUADASSAUR,ELECTRICA DE GUADASSUAR COOP. V.,,,100,100.0,1,Comercializadores mercado libre,COMERCIALIZADOR,ZONA ESPAÑOLA,1.0,COELC01,GUADASSAUR,COELD,eSIOS UP + OMIE exact code + eSIOS UF,
COF1,COFRENTES,IBERDROLA ENERGÍA ESPAÑA S..A.,Iberdrola,derived_from_legal_name,100,100.0,1,Nuclear,GENERACION,ZONA ESPAÑOLA,1.0,COF1,COFRENTES,IGNU,eSIOS UP + OMIE exact code + eSIOS UF,https://www.iberdrola.com/
COG75RQ,COG75RQ,REPSOL SERVICIOS RENOVABLES SA,Repsol,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,COG75RQ,COG75RQ,REPSB,eSIOS UP + OMIE exact code + eSIOS UF,https://www.repsol.com/
COG75RR,COG75RR,"REPSOL SERVICIOS RENOVABLES, S.A.",Repsol,derived_from_legal_name,100,100.0,1,RE Mercado Térmica no,GENERACION,ZONA ESPAÑOLA,,,,,OMIE exact unit code,https://www.repsol.com/
COGAIAD,COGAIAD,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,AIADHES,AIADHES,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGAJ,COGAJ,GENERA ENERGIA Y TECNOLOGIA,,,,,1,Gas Natural Cogeneración,,,1.0,COGAJ,COGAJ,GNRA,eSIOS UP + OMIE exact code + eSIOS UF,
COGAJ5,COGAJ5,GENERA ENERGIA Y TECNOLOGIA,,,,,1,Derivados del petróleo ó carbón,,,2.0,NIVAJ|NIVELUR,NIVAJ|NIVELUR,GNRA,eSIOS UP + OMIE exact code + eSIOS UF,
COGAMYL,COGAMYL,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,AMYLUMI,AMYLUMI,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGATOM,COGATOM,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,ATOMIZZ,UF_ATOMIZA,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGAYME,COGAYME,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,COGAYME,COGAYME,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGAZEB,COGAZEB,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,AZEBRO,AZEBRO,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGBARR,COGBARR,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,BARRAL,BARRAL,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGBECO,COGBECO,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,BECOG1,BECOG1,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGBERN,COGBERN,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,COGBERN,COGBERN,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGBOOR,COGBOOR,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,UFBOOR,UFBOOR,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGBORG,COGBORG,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,BORGESA,BORGESA,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGBORJ,COGBORJ,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,UFBORJA,UFBORJA,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGBRIK,COGBRIK,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,UFBRIKE,UFBRIKE,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGCDAM,COGCDAM,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,CDAMM1,CDAMM1,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGCHOV,COGCHOV,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Gas Natural Cogeneración,,,1.0,CHOVA,CHOVA,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
COGCIPR,COGCIPR,CEPSA GAS Y ELECTRICIDAD,Moeve,derived_from_legal_name,,,1,Derivados del petróleo ó carbón,,,1.0,UFCIPRI,UFCIPRI,DETIC,eSIOS UP + OMIE exact code + eSIOS UF,https://www.moeveglobal.com/
