uf_code,uf_name,up_code,subject_code,technology_esios
HEFRA,HEFRA,UPFRAHI,GNRA,Solar fotovoltaica
HELEC01,UP01 HELIO,HELEC01,HELEC,Comercializadores mercado libre
HELIC01,HELIOS PEN,HELIC01,HELEI,Comercializadores mercado libre
HELIO1,HELIO1,STHEEN1,EGLE,Solar térmica
HELIO2,HELIO2,STHEEN2,EGLE,Solar térmica
HELIOS1,HELIOS1,STHELI1,EGLE,Solar térmica
HELIOS2,HELIOS2,STHELI2,EGLE,Solar térmica
HELLIN1,HELLIN1,FFGAC,GAC,Solar fotovoltaica
HELLIN2,HELLIN2,FRGAC,GAC,Solar fotovoltaica
HERBSC,HERBSC,FHERCON,SOLRC,Batería electroquímica
HERBSG,HERBSG,FHERGEN,SOLRC,Batería electroquímica
HERERIA,HERERIA,HCGSIHA,HC G,Eólica terrestre
HERFVG,HERFVG,FHERGEN,SOLRC,Solar fotovoltaica
HERMIDA,HERMIDA,HFWMARK,WMARK,Fluyente
HERRE,CHHERRERIA,HDALT02,INTRA,Fluyente
HERRER,HERRER,HENANSA,EGED,Fluyente
HERRER1,HERRER1,HHERRG,EGLE,Hidráulica - No UGH
HERRERA,HERRERA,EHERRER,NEXU,Eólica terrestre
HERRERI,HERRERI,EGASUR,IGNIS,Eólica terrestre
HERRM,HERRM,FVGNRA,GNRA,Solar fotovoltaica
HESID,HESID,FVGNRA,GNRA,Solar fotovoltaica
HFASIEB,CHBARBAO,HFASIE,ASIE,Fluyente
HFASIEJ,HFASIEJ,HFASIE,ASIE,Fluyente
HFASIEP,CHPARANA,HFASIE,ASIE,Fluyente
HFASIES,SAN MIGUEL,HFASIE,ASIE,Fluyente
HFASIEV,ES-HFASIEV,HFASIE,ASIE,Fluyente
HFCEB,HFCEB,HFASIE,ASIE,Hidráulica - No UGH
HFLIX,HFLIX,HRPI,EGLE,Fluyente
HGARCIA,HGARCIA,HNRPGG,EGLE,Fluyente
HGULLA,HGULLA,TEGASN,GNCO,Gas natural cogeneración
HHOJAM,HHOJAM,HHOJAM,EGED,Fluyente
HHONDH,HHONDH,EREPSOH,REPSB,Híbrida Renovable
HIB-COM,HIBCOMA,HIBCOMA,LMER,Gas natural cogeneración
HIB-IBE,HIBIBERFRU,HIBIBER,LMER,Gas natural cogeneración
HIBBEBE,HIBBEBE,HIBBEBE,LMER,Gas natural cogeneración
HIBHELI,HIBHELIOS,HIBHELI,LMER,Gas natural cogeneración
HID1,HIDRO 1,ASIJUCA,ASIE,Fluyente
HID2,HIDRO 2,ASIJUCA,ASIE,Fluyente
HIDPINA,HIDPINA,HHIPIN,EGLE,Fluyente
HIDSC01,HIDR SERV,HIDSC01,HIDSE,Comercializadores mercado libre
HIERPC1,HIDTRINITA,ERPCHI0,ENEDJ,Fluyente
HIERRO,HIERRO,EGASNE0,GNCO,Eólica terrestre
HIERROS,HIERROS,FGEFG,EFG,Solar fotovoltaica
HIF1R01,HIF1R01,HIS1R01,HISPE,Comercializadores mercado libre
HIGARES,HIGARES,HBARLO,EGLE,Fluyente
HIGUER,HIGUER,EHIBGES,IBGES,Eólica terrestre
HIGUERA,HIGUERA,EHIBGES,IBGES,Eólica terrestre
HIJ1,HIJAR 1,JUCA,IBEG,Fluyente
HIJ2,HIJAR 2,JUCA,IBEG,Fluyente
HIJES,P.E. HIJES,EHIBGES,IBGES,Eólica terrestre
HIJOLIS,HIJOLIS,COGHIJO,DETIC,Gas natural cogeneración
HILAC01,HILAC01,HILAC01,HILAD,Consumos directos en mercado
HILATUR,HILATUR,EDPCR01,EDPCL,Comercializadores mercado libre
HINIX,HINIX,UPSON2,GNRA,Solar fotovoltaica
HINOJAI,HINOJAI,EHINOJ,EGLE,Eólica terrestre
HINOJII,HINOJII,EHINOJ,EGLE,Eólica terrestre
HINOJO,HINOJOSAS,SHEPV21,SHEEN,Solar fotovoltaica
HINTRA,CONDALS,HINTRA,INTRA,Fluyente
HIPERII,HIPERII,PEVER,GNRA,Eólica terrestre
HISPC01,HISPC01,HISPC01,HISPE,Comercializadores mercado libre
HITA,HITA,FVHITA,CEG,Solar fotovoltaica
HITACH,HITACH,ENDER01,ENDCO,Comercializadores mercado libre
HJXXIII,HJXXIII,TWAME,AME,Gas natural cogeneración
HLAMORA,HLAMORA,HDXT03,DUFER,Hidráulica - No UGH
HLAVADE,HLAVADE,HRPI,EGLE,Fluyente
HLRSPRE,EYEEXXI,HLRSPRE,RSPRE,Eólica terrestre
HLUBIAN,HLUBIAN,HIDEUR,WMARK,Fluyente
HLYC01,HALLEY COM,HLYC01,HALLE,Comercializadores mercado libre
HMOLINA,CH MOLINAF,HFWMARK,WMARK,Hidráulica - No UGH
HO28CA,HO28CA,FORTR01,FORTI,Comercializadores mercado libre
HO28JE,HO28JE,FORTR01,FORTI,Comercializadores mercado libre
HONDO,HONDO,FVGNRA,GNRA,Solar fotovoltaica
HONZA,HONZA,HHONZA,WMARK,Fluyente
HORCAJO,FV HORCAJO,FDREU19,DREUA,Solar fotovoltaica
HOREC01,HORENER,HOREC01,HORE,Comercializadores mercado libre
HORN16,HORNACHOS6,HORN16,ADXRE,Solar fotovoltaica
HORN98,HORNACHOS9,HORN98,ADXRE,Solar fotovoltaica
HORNET,HORNET,FZRATAN,NEXU,Solar fotovoltaica
HORNI,HORNI,EGREEN1,EGED,Eólica terrestre
HOYAGON,HOYAGON,EEVOLD,WMARK,Eólica terrestre
HOYASI,HOYASI,FCONTR1,EFG,Solar fotovoltaica
HOYASII,HOYASII,FCONTR2,EFG,Solar fotovoltaica
HOYEC01,HOYEC01,HOYEC01,HOYEN,Comercializadores mercado libre
HOYO,HOYO,HFIBGES,IBGES,Fluyente
HOYROSA,HOYROSA,EGREEN,EGED,Eólica terrestre
HPEEXXI,HPEEXXI,HPEEXXI,EEXXI,Fluyente
HPEONUR,HPEONUR,HPEONUR,EONUR,Hidráulica - No UGH
HPEREDA,HPEREDA,THUNOS,HUNOS,Subproductos minería
HPEUSA2,HPEUSA2,HPEUSA2,PEUSA,Fluyente
HPHCCUR,HPHCCUR,HPHCCUR,HCCUR,Hidráulica - No UGH
HPIBCUR,HPIBCUR,HPIBCUR,IBCUR,Fluyente
HPUERTO,HPUERTO,HGEFG,EFG,Hidráulica - No UGH
HREQUEJ,HREQUEJ,HRPI,EGLE,Fluyente
HRRERA,HRRERA,FHRRERA,NEXU,Solar fotovoltaica
HSAFONT,HSAFONT,HRPI,EGLE,Fluyente
HSATC01,HSAT,HSATC01,HSATE,Comercializadores mercado libre
HSBONAR,HSBONAR,HBBONAR,DETIC,Híbrida Renovable
HSCOC01,HSILCO,HSCOC01,HSCOM,Comercializadores mercado libre
HSEGENS,HSEGENS,HSEGEN,WMARK,Fluyente
HSJOSE,HSJOSE,HSAECH,GNRA,Fluyente
HTBILL,HTBILL,EHIBGES,IBGES,Eólica terrestre
HTBILL2,HTBILL2,EHIBGES,IBGES,Eólica terrestre
HU2020,HUELVA,SHEPV08,SHEEN,Solar fotovoltaica
HUELVES,HUELVES,FHELVES,NEXU,Solar fotovoltaica
HUER,HUERMEDA,EBRERZ,ENDG,Fluyente
HUMILL,HUMILL,FHUMILL,NEXU,Solar fotovoltaica
HUNEJAT,HUNEJAT,EHIBGES,IBGES,Eólica terrestre
HURONES,HURONES,HHURONE,JDALU,Fluyente
HVGORDO,HVGORDO,HDXT02,DUFER,Hidráulica - No UGH
HXERTA,HXERTA,HRPI,EGLE,Fluyente
HXRSPRE,HYNEXU,HXRSPRE,RSPRE,Hidráulica - No UGH
HY2MAR,HY2MARINER,HYDRO2,EPYM,Fluyente
HYAGREN,HYAGREN,HYAGREN,AGREN,Fluyente
HYAME,HYGESTE,HYAME,AME,Fluyente
HYANORF,FYGESTE,HYANORF,ZRMTT,Solar fotovoltaica
HYANORH,HYGESTE,HYANORH,ZRMTT,Fluyente
HYASIE,HYASIE,HYASIE,ASIE,Fluyente
HYCEG,HYCEG,HYCEG,CEG,Fluyente
HYDETIC,HYDETIC,HYDETIC,DETIC,Fluyente
HYDRC01,HYDRC01,HYDRC01,HYDRO,Comercializadores mercado libre
HYDRO1,CH_PETITES,HYDRO1,EPYM,Fluyente
HYECATA,HYEGED,HYECATA,EGED,Fluyente
HYEEXXI,HYEEXXI,HYEEXXI,EEXXI,Fluyente
HYEFG,HYEFG,HYEFG,EFG,Hidráulica - No UGH
HYEGLE,HYEGLE,HYEGLE,EGLE,Fluyente
HYEONUR,HYEONUR,HYEONUR,EONUR,Fluyente
HYFEN,MINIHIDRAU,HYFEN,FEN,Fluyente
HYGESTE,HYGESTE,HYGESTE,GESTE,Fluyente
HYGNRA,HYGNRA,HYGNRA,GNRA,Fluyente
HYGNSUR,HYGNSUR,HYGNSUR,GNSUR,Fluyente
HYHCCUR,HYHCCUR,HYHCCUR,HCCUR,Fluyente
HYIBCUR,HYIBCUR,HYIBCUR,IBCUR,Fluyente
HYIGNI,HYGNRA,HYIGNI,IGNIS,Fluyente
HYITURB,ITURB,HYITURB,ITURB,Fluyente
HYLAUE3,HYLAUE3,HYLAUE3,LAUEI,Fluyente
HYNEXU,HYNEXU,HYNEXU,NEXU,Fluyente
HYRSPRA,HYRSPRA,HYRSPRA,RSPRA,Fluyente
HYSERRA,HYSERRA,HYSERRA,GNRA,Fluyente
HYWMARK,HYWMARK,HYWMARK,WMARK,Fluyente
IAMLO,IAMLO,TYGEMSL,GEMSL,Gas natural cogeneración
IBARGO,IBARGO,EGREEN,EGED,Eólica terrestre
IBCUC01,IBCUC01,IBCUC01,IBCUR,Comercializadores último recurso
IBCUCEB,IBCUCEB,IBCUCEB,IBCUR,Enlace Baleares
IBDSC01,UPIBERDESA,IBDSC01,IBERD,Comercializadores mercado libre
IBEGC05,IBEGC05,IBEGC05,IBEG,Importación Marruecos
IBEGCP3,IBEGCP3,IBEGCP3,IBEG,Importación Francia
IBEGVP3,IBEGVP3,IBEGVP3,IBEG,Exportación Francia
IBERFO,IBERFO,ENDER01,ENDCO,Comercializadores mercado libre
IBERHC,IBERHC,ENDER01,ENDCO,Comercializadores mercado libre
IBGCCX1,IBGCCX1,IBGCCX1,IBGES,Porfolio
IBGCVX1,IBGCVX1,IBGCVX1,IBGES,Porfolio
IBGECP3,IBGECP3,IBGECP3,IBGES,Importación Francia
IBGESX,IBGESX,IBGESX,IBGES,Consumo de Servicios Auxiliares
IBGEVP3,IBGEVP3,IBGEVP3,IBGES,Exportación Francia
IBGPCX1,IBGPCX1,IBGPCX1,IBGES,Porfolio
IBGPVX1,IBGPVX1,IBGPVX1,IBGES,Porfolio
IBHEACI,HEDROSOACI,IBHEACI,WMARK,Eólica terrestre
IBIFW,IBIFW,FVGNRA,GNRA,Solar fotovoltaica
IBMXC01,IBMXC01,IBMXC01,IBERY,Comercializadores mercado libre
IBPADOR,IBPADOR,IBPADOR,WMARK,Eólica terrestre
IBSEC01,IBSEC01,IBSEC01,IBSEN,Comercializadores mercado libre
IBSNC01,IBSNC01,IBSNC01,IBSUS,Consumos directos en mercado
IBSUC01,IBSUC01,IBSUC01,IBSUS,Consumos directos en mercado
ICGAC01,COMERC,ICGAC01,ICGAS,Comercializadores mercado libre
ICLIC01,ICLIC01,ICLIC01,IBCLI,Comercializadores mercado libre
ICLX001,ICLX001,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX002,ICLX002,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX003,ICLX003,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX004,ICLX004,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX005,ICLX005,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX006,ICLX006,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX007,ICLX007,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX008,ICLX008,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX009,ICLX009,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX010,ICLX010,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX011,ICLX011,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX014,ICLX014,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX015,ICLX015,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX016,ICLX016,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX017,ICLX017,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX018,ICLX018,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX019,ICLX019,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX020,ICLX020,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX021,ICLX021,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX022,ICLX022,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX023,ICLX023,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX024,ICLX024,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX025,ICLX025,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX027,ICLX027,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX028,ICLX028,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX029,ICLX029,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX030,ICLX030,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX031,ICLX031,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX032,ICLX032,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX033,ICLX033,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX034,ICLX034,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX035,ICLX035,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX036,ICLX036,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX037,ICLX037,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX038,ICLX038,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX039,ICLX039,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX040,ICLX040,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX041,ICLX041,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX042,ICLX042,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX043,ICLX043,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX044,ICLX044,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX045,ICLX045,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX046,ICLX046,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX047,ICLX047,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX048,ICLX048,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX049,ICLX049,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX050,ICLX050,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX051,ICLX051,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX052,ICLX052,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX053,ICLX053,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX054,ICLX054,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX055,ICLX055,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX056,ICLX056,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX057,ICLX057,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX058,ICLX058,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX059,ICLX059,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX060,ICLX060,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX061,ICLX061,ICLIR01,IBCLI,Comercializadores mercado libre
ICLX999,ICLX999,ICLIR01,IBCLI,Comercializadores mercado libre
ICUPCX1,ICUPCX1,ICUPCX1,IBCUR,Porfolio
ICUPVX1,ICUPVX1,ICUPVX1,IBCUR,Porfolio
IDACSA,IDACSA BIO,RIDAGST,GESTE,Biomasa
IDESC01,IDESC01,IDESC01,IDESE,Comercializadores mercado libre
IENOC01,COM IENOV,IENOC01,IENOV,Comercializadores mercado libre
IERRV01,IERRV01,UPIER1,GNRA,Solar fotovoltaica
IERRV02,IERRV02,UPIER2,GNRA,Solar fotovoltaica
IESADRI,IESADRI,TINMAL,EGLE,Gas natural cogeneración
IESALBA,IESALBA,TINMAL,EGLE,Gas natural cogeneración
IFAVG,EPIBCUR,IFAVG,GNRA,Eólica terrestre
IFMALLO,IFMALLOR,INTRE02,INTRA,Solar fotovoltaica
IGAFW,IGAFW,UPGUUF,GNRA,Solar fotovoltaica
IGEA,IGEA,EMRIBGE,IBGES,Eólica terrestre
IGESC01,IGESC01,IGESC01,IBGES,Comercializadores mercado libre
IGLESIA,IGLESIA,EIBGEIG,IBGES,Eólica terrestre
IM2SOLR,IM2,FIM2SLR,GESTE,Solar fotovoltaica
IM3B01,IM3B01,IM3V02,IM3,Solar fotovoltaica
IM3C01,IM3ENER,IM3C01,IM3,Comercializadores mercado libre
IM3V01,FYIBCUR,IM3V01,IM3,Solar fotovoltaica
IMANZAN,IMANZAN,GALPS3,GALP,Solar fotovoltaica
IMAXC01,IMAXINA,IMAXC01,IMAXI,Comercializadores mercado libre
IMOLINA,IMOLINA,ECASAR,CEG,Eólica terrestre
IMPEC01,IMPERIUM,IMPEC01,IMPER,Comercializadores mercado libre
INARC01,INARGY,INARC01,INARG,Comercializadores mercado libre
INDAC01,INDAREL,INDAC01,INDAR,Comercializadores mercado libre
INDAIGU,INDAIGUA,HHRSPRA,RSPRA,Fluyente
INDEC01,INDEC01,INDEC01,INDEX,Comercializadores mercado libre
INDIANA,INDIANA,FINDINA,NEXU,Solar fotovoltaica
INDIPUN,INDIPUN,TINDIP,EGLE,Gas natural cogeneración
INDLC01,INDLC01,INDLC01,INDA,Comercializadores mercado libre
INDUL,INDUL,ENUFRV7,ENUFR,Gas natural cogeneración
INEMC01,INEMA,INEMC01,INERM,Comercializadores mercado libre
INERC01,INERC01,INERC01,INER1,Comercializadores mercado libre
INFRUS,INFRUS,SESAR01,SHELL,Comercializadores mercado libre
INGAROI,INGAROIL,TINGARO,INGAR,Residuos varios
INGEC01,INGEM,INGEC01,INGEM,Comercializadores mercado libre
INICC01,INICC01,INICC01,INICB,Comercializadores mercado libre
INIES,INIES,EFWMARK,WMARK,Eólica terrestre
INIESTA,INIESTA,FINISTA,NEXU,Solar fotovoltaica
INPELCG,INPELCG,COGINPE,DETIC,Gas natural cogeneración
INPELSA,INPELSA,TFINPEL,DETIC,Gas natural cogeneración
INQUE,INQU,TZAME2,AME,Gas natural cogeneración
INROKO,INROKO,TINROKO,EGLE,Gas natural cogeneración
INTARDU,INTARDU,CD02R01,DETIC,Consumos directos en mercado
INTATOM,INTATOM,CD06R01,DETIC,Consumos directos en mercado
INTBORD,INTBORD,CD03R01,DETIC,Consumos directos en mercado
INTCEP1,INTCEP1,CD03R01,DETIC,Consumos directos en mercado
INTCEP2,INTCEP2,CD03R01,DETIC,Consumos directos en mercado
INTCONT,INTCONT,DETIR01,DETIC,Comercializadores mercado libre
INTEC01,INTEC01,INTEC01,INTEG,Comercializadores mercado libre
INTELEC,INTELEC,CD06R01,DETIC,Consumos directos en mercado
INTELLO,INTELLO,DETIR01,DETIC,Comercializadores mercado libre
INTEURO,INTEURO,DETIR01,DETIC,Comercializadores mercado libre
INTFOR1,INTFOR1,DETIR01,DETIC,Comercializadores mercado libre
INTFUME,INTFUME,DETIR01,DETIC,Comercializadores mercado libre
INTGEOT,INTGEOT,CD03R01,DETIC,Consumos directos en mercado
INTGIBR,INTGIBR,DETIR01,DETIC,Comercializadores mercado libre
INTGRE3,INTGRE3,CD03R01,DETIC,Consumos directos en mercado
INTGRE4,INTGRE4,CD03R01,DETIC,Consumos directos en mercado
INTGRE6,INTGRE6,DETIR01,DETIC,Comercializadores mercado libre
INTIBER,INTIBER,DETIR01,DETIC,Comercializadores mercado libre
INTMOLT,INTMOLT,DETIR01,DETIC,Comercializadores mercado libre
INTOLAR,INTOLAR,CD05R01,DETIC,Consumos directos en mercado
INTRC01,INTEA,INTRC01,INTEA,Comercializadores mercado libre
