uf_code,uf_name,up_code,subject_code,technology_esios
UFARCHI,UF ARCHO I,UPARCHI,IGNIS,Solar fotovoltaica
UFARENA,UF ARENOSA,UPARENA,IGNIS,Solar fotovoltaica
UFAZUBI,AZUBAS,UPMONCA,IGNIS,Eólica terrestre
UFBAD1,UFBADAJOZ1,UPBAD1,IGNIS,Solar fotovoltaica
UFBAD2,UFBADAJOZ2,UPBAD2,IGNIS,Solar fotovoltaica
UFBAD3,UFBADAJOZ3,UPBAD3,IGNIS,Solar fotovoltaica
UFBAD4,UFBADAJOZ4,UPBAD4,IGNIS,Solar fotovoltaica
UFBAD5,UFBADAJOZ5,UPBAD5,IGNIS,Solar fotovoltaica
UFBAD6,UFBADAJOZ6,UPBAD6,IGNIS,Solar fotovoltaica
UFBAD7,UFBADAJOZ7,UPBAD7,IGNIS,Solar fotovoltaica
UFBADJ,UFBADAJZ,UPBADJ,IGNIS,Solar fotovoltaica
UFBALU,UFBALUARTE,UPBALU,IGNIS,Solar fotovoltaica
UFBAOB,UFBAOBAB,UPBAOB,IGNIS,Solar fotovoltaica
UFBARR,UFBARRANQU,UPBARR,IGNIS,Solar fotovoltaica
UFBERRO,BERROCAL,UPBERRO,IGNIS,Solar fotovoltaica
UFBOMB,UFBOMBARDA,UPBOMB,IGNIS,Solar fotovoltaica
UFBOOR,UFBOOR,COGBOOR,DETIC,Gas natural cogeneración
UFBORJA,UFBORJA,COGBORJ,DETIC,Gas natural cogeneración
UFBRAZA,UF BRAZATO,UPBRAZA,IGNIS,Solar fotovoltaica
UFBRAZO,BRAZOINVES,UPBRAZO,IGNIS,Solar fotovoltaica
UFBRIKE,UFBRIKE,COGBRIK,DETIC,Gas natural cogeneración
UFCABEZ,UF CABEZO,UPCABEZ,IGNIS,Eólica terrestre
UFCAMI,UFCAMICRUZ,UPCAMI,IGNIS,Solar fotovoltaica
UFCAMP,CAMPANARIO,UPALFOZ,IGNIS,Eólica terrestre
UFCARB,UFCARBESO,UPCARB,IGNIS,Solar fotovoltaica
UFCASI,UFCASILLA,UPCASI,IGNIS,Solar fotovoltaica
UFCASTA,UF CASTAÑO,UPCASTA,IGNIS,Solar fotovoltaica
UFCERN,CERNEGULA,UPCERN,IGNIS,Eólica terrestre
UFCERR,UFELCERRO,UPCERR,IGNIS,Solar fotovoltaica
UFCHAM,UFCHAMORRO,UPCHAM,IGNIS,Solar fotovoltaica
UFCHBO,UFCHAMBO,UPCHBO,IGNIS,Solar fotovoltaica
UFCIERZ,UF CIERZO,UPCIERZ,IGNIS,Solar fotovoltaica
UFCIMER,CIMERA SOL,UPCIMER,IGNIS,Solar fotovoltaica
UFCIPRI,UFCIPRI,COGCIPR,DETIC,Derivados del petróleo o carbón
UFCORA1,MOLINO 1,UPRCIER,IGNIS,Eólica terrestre
UFCORA2,MOLINO 2,UPRCIER,IGNIS,Eólica terrestre
UFCORAC,CORACHA SO,UPCORAC,IGNIS,Solar fotovoltaica
UFCOV2,UFCOVATI2U,UPCOV2,IGNIS,Solar fotovoltaica
UFCOV3,UFCOVATI3,UPCOV3,IGNIS,Solar fotovoltaica
UFCOV4,UFCOVATI4,UPCOV4,IGNIS,Solar fotovoltaica
UFCUCO,UF EL CUCO,UPCUCO,IGNIS,Solar fotovoltaica
UFDULCI,LA DEHESIC,UPDULCI,IGNIS,Eólica terrestre
UFEIDE,UFEIDEN,UPEIDE,IGNIS,Solar fotovoltaica
UFELVIS,ELVISA,UPELVIS,IGNIS,Solar fotovoltaica
UFENE01,UFENE01,UPENE01,EFG,Solar fotovoltaica
UFENE02,UFENE02,UPENE02,EFG,Solar fotovoltaica
UFERES,UFERESMA,UPERES,IGNIS,Solar fotovoltaica
UFESC,ESCANDON,UPJALON,IGNIS,Eólica terrestre
UFESCA1,UFESCA1,UPESCA1,IGNIS,Solar fotovoltaica
UFESCA2,UFESCA2,UPESCA2,IGNIS,Solar fotovoltaica
UFESCA3,UFESCA3,UPESCA3,IGNIS,Solar fotovoltaica
UFESQUE,UF ESQUEDA,UPESQUE,IGNIS,Solar fotovoltaica
UFESTAN,UFESTAN,COGESTA,DETIC,Gas natural cogeneración
UFFUENT,LAS FUENTE,UPALFOZ,IGNIS,Eólica terrestre
UFFUEVA,FUENTE VA,UPALFOZ,IGNIS,Eólica terrestre
UFGARNA,UFGARNACHA,UPGARNA,IGNIS,Solar fotovoltaica
UFGAZ1,UFGAZULES1,UPGAZ1,IGNIS,Solar fotovoltaica
UFGAZ2,UFGAZULES2,UPGAZ2,IGNIS,Solar fotovoltaica
UFGER2,UFGERENA2,UPGER2,IGNIS,Solar fotovoltaica
UFGINES,GINESTAR,UPGINES,IGNIS,Eólica terrestre
UFGUARD,UFGUARDIAN,UPGUARD,IGNIS,Solar fotovoltaica
UFGUITA,LA GUITA,UPGUITA,IGNIS,Solar fotovoltaica
UFIALBA,UF ALBATER,ALBATER,TRISO,Solar fotovoltaica
UFICS,UFICS,TUFICS,AME,Gas natural cogeneración
UFINCUS,UFINCUS,COGINCU,DETIC,Gas natural cogeneración
UFJENAR,UF JENARIZ,UPJENAR,IGNIS,Eólica terrestre
UFJERE,UFJEREZ20,UPJERE,IGNIS,Solar fotovoltaica
UFJILG,UFJILGUERO,UPJILG,IGNIS,Solar fotovoltaica
UFKEN1,UF KENIA 1,UPKEN1,IGNIS,Solar fotovoltaica
UFKEN2,UF KENIA 2,UPKEN2,IGNIS,Solar fotovoltaica
UFKEN3,UF KENIA 3,UPKEN3,IGNIS,Solar fotovoltaica
UFKEN4,UF KENIA 4,UPKEN4,IGNIS,Solar fotovoltaica
UFLAGU,UF LAGUARD,UPLAGU,IGNIS,Solar fotovoltaica
UFLINTE,UF LINTE,UPJENAR,IGNIS,Eólica terrestre
UFLLANO,ETPELLANO,UPEBRO,IGNIS,Eólica terrestre
UFLUBIA,ALTOSLUBIA,UPLUBIA,IGNIS,Solar fotovoltaica
UFLUZ1,LA LUZ I,UPLUZ1,IGNIS,Solar fotovoltaica
UFLUZ2,LA LUZ II,UPLUZ2,IGNIS,Solar fotovoltaica
UFLUZ3,LA LUZ III,UPLUZ3,IGNIS,Solar fotovoltaica
UFLUZ4,LA LUZ IV,UPLUZ4,IGNIS,Solar fotovoltaica
UFLUZ5,LA LUZ V,UPLUZ5,IGNIS,Solar fotovoltaica
UFLUZ6,LA LUZ VI,UPLUZ6,IGNIS,Solar fotovoltaica
UFLUZ7,LALUZVII,UPLUZ7,IGNIS,Solar fotovoltaica
UFLUZ8,LA LUZ VII,UPLUZ8,IGNIS,Solar fotovoltaica
UFMACHO,UF MACHOS,UPMACHO,IGNIS,Solar fotovoltaica
UFMADER,MADERUELO,UPMADER,IGNIS,Derivados del petróleo o carbón
UFMAJ6B,MAJAS B,UPMAJAS,IGNIS,Eólica terrestre
UFMAJ6C,MAJAS C,UPMAJAS,IGNIS,Eólica terrestre
UFMAJ6D,MAJAS D,UPMAJAS,IGNIS,Eólica terrestre
UFMALAB,MALABRIGO,UPMALAB,IGNIS,Solar fotovoltaica
UFMAMB,UFMAMBAR,UPMAMB,IGNIS,Solar fotovoltaica
UFMANZT,MANZTIERRA,UPMANZT,IGNIS,Solar fotovoltaica
UFMARC2,UFSANMAR2,UPJENAR,IGNIS,Eólica terrestre
UFMBEC,UFMBECERRI,UPMBEC,IGNIS,Eólica terrestre
UFMENGI,UFMENGI,COGMENG,DETIC,Gas natural cogeneración
UFMFUS,UF M FUSTE,MFUSTE,TRISO,Solar fotovoltaica
UFMIRA,UFMIRAVETE,UPMIRA,IGNIS,Eólica terrestre
UFMONEG,LIMONETES,UPMONEG,IGNIS,Solar fotovoltaica
UFMONTE,MONTECILLO,UPRCIER,IGNIS,Eólica terrestre
UFMUGA2,LA MUGA II,UPMUGA2,IGNIS,Eólica terrestre
UFMUGA3,LA MUGA 3,UPMUGA3,IGNIS,Eólica terrestre
UFMUGAI,LA MUGA I,UPMUGAI,IGNIS,Eólica terrestre
UFMUTXA,UFMUTXA,METEV09,METEN,Solar fotovoltaica
UFNAVIC,LA NAVICA,UPNAVIC,IGNIS,Eólica terrestre
UFNIEST,UF INIESTA,UPNIEST,IGNIS,Eólica terrestre
UFNOGAL,EL NOGAL,UPALFOZ,IGNIS,Eólica terrestre
UFOLM2,UFOLM2,UPOLM2,GNRA,Solar fotovoltaica
UFONDA,COG ONDA,UPONDA,IGNIS,Gas natural cogeneración
UFONDA1,UFONDA1,UPONDA1,IGNIS,Gas natural cogeneración
UFPATO,UF PATO,UPPATO,IGNIS,Solar fotovoltaica
UFPAVAS,UFPAVAS,PAVASFT,DETIC,Solar fotovoltaica
UFPEP3,UFPEPINO3,UPPEP3,IGNIS,Solar fotovoltaica
UFPERL1,UFPERL1,METEV11,METEN,Solar fotovoltaica
UFPERL2,UFPERLETA2,METEV12,METEN,Solar fotovoltaica
UFPICA,PE PICAD,UPMONCA,IGNIS,Eólica terrestre
UFPICON,UF PICON,UPPICON,IGNIS,Solar fotovoltaica
UFPIRON,RIO PIRON,UPPIRON,IGNIS,"Híb. Renov., Term. No Renov"
UFPIZA,UFPIZANA,UPPIZA,IGNIS,Solar fotovoltaica
UFPORT2,PORTILLO 2,UPPORTI,IGNIS,Eólica terrestre
UFPORTI,PORTILLO,UPPORTI,IGNIS,Eólica terrestre
UFPOWER,UF POWER,UPPOWER,IGNIS,Solar fotovoltaica
UFPSAL,UFPIEDRA,UPPSAL,IGNIS,Solar fotovoltaica
UFPTCHA,UF PTCHA,UPPTCHA,LUM1,Fluyente
UFPTDIS,PTDIS,UPPTDIS,LUM1,Fluyente
UFQUALI,QUALICAPS,UPQUALI,LMER,Gas natural cogeneración
UFQUIJO,MUNERA I,UPQUIJO,IGNIS,Eólica terrestre
UFRADON,RADONA,UPRADON,IGNIS,Eólica terrestre
UFRASC,UFRASCON,UPRASC,IGNIS,Solar fotovoltaica
UFREAL3,PUERTO REA,METEV02,METEN,Solar fotovoltaica
UFREBEN,UFREBENTO,UPREBEN,IGNIS,Solar fotovoltaica
UFRETA,UFRETAMA,UPRETA,IGNIS,Solar fotovoltaica
UFROCI1,FVROCIO1,UPROCI1,IGNIS,Solar fotovoltaica
UFROCI2,UFROCIO 2,ES-SROC,IGNIS,Solar fotovoltaica
UFRODRI,RODRIGO 2,UPRODRI,IGNIS,Solar fotovoltaica
UFRUE1,UFRUEDA1,UPRUE1,IGNIS,Solar fotovoltaica
UFRUE2,UFRUEDA2,UPRUE2,IGNIS,Solar fotovoltaica
UFRUE3,UFRUEDA3,UPRUE3,IGNIS,Eólica terrestre
UFRUE4,UFRUEDAW1,UPRUE4,IGNIS,Eólica terrestre
UFRUE5,UFRUEDAW2,UPRUE5,IGNIS,Eólica terrestre
UFSALAD,UFSALAD,METEV10,METEN,Solar fotovoltaica
UFSALG,UFSALGUERO,UPSALG,IGNIS,Eólica terrestre
UFSALI2,UFSALINET2,UPSALI2,IGNIS,Solar fotovoltaica
UFSENOR,SEÑORIOS,SENORIO,LMER,Gas natural cogeneración
UFSERBA,UF SERBAL,UPSERBA,IGNIS,Solar fotovoltaica
UFSOCO,UFSOCOVOS,UPSOCO,IGNIS,Solar fotovoltaica
UFSRG,SRC,UPSRC,LMER,Gas natural cogeneración
UFSSALI,UFSALINETE,UPSSALI,IGNIS,Solar fotovoltaica
UFTABER,UF TABERNA,UPTABER,IGNIS,Solar fotovoltaica
UFTDAMM,UFTDAMM,COGDAMM,DETIC,Biomasa
UFTORJ,UFTORRIS,UPTORJ,IGNIS,Solar fotovoltaica
UFTORR,UFTORRUBIA,UPTORR,IGNIS,Solar fotovoltaica
UFTOSCA,UF TOSCANO,UPTOSCA,IGNIS,Solar fotovoltaica
UFTREG1,UFTREVAGO1,UPTREG1,IGNIS,Solar fotovoltaica
UFTREG2,UFTREVAGO2,UPTREG2,IGNIS,Solar fotovoltaica
UFTROVE,UFTROVE,COGTROV,DETIC,Gas natural cogeneración
UFTRUJI,UF TRUJI,UPTRUJI,IGNIS,Solar fotovoltaica
UFUNION,UFUNION,COGUNIO,DETIC,Gas natural cogeneración
UFURENA,UFURENA,COGUREN,DETIC,Gas natural cogeneración
UFUTZUB,UFUTZUB,COGUTZU,DETIC,Gas natural cogeneración
UFVALD1,UF VALDOM1,UPVALD1,IGNIS,Solar fotovoltaica
UFVALD2,UF VALDOM2,UPVALD2,IGNIS,Solar fotovoltaica
UFVALD3,UF VALDOM3,UPVALD3,IGNIS,Solar fotovoltaica
UFVALDE,UFVALDENEB,UPVALDE,IGNIS,Solar fotovoltaica
UFVALLE,UFVALLE,UPVALLE,IGNIS,Solar fotovoltaica
UFVCE,UFVCE,UPVCE,GNRA,Solar fotovoltaica
UFVENAT,UF VENATOR,UPVENAT,IGNIS,Gas natural cogeneración
UFVILA2,UO VILLA 2,UPVILA2,GNRA,Solar fotovoltaica
UFVIRG2,VIRODANAS2,UPVIRG2,IGNIS,Eólica terrestre
UFVIRGE,VIRODANASI,UPVIRGE,IGNIS,Eólica terrestre
UFVISCO,UFVISCO,UPVISCO,IGNIS,Gas natural cogeneración
UFVLEBR,LA FATAREL,UPVLEBR,IGNIS,Eólica terrestre
UFVOLAN,UF VOLANDI,UPRCIER,IGNIS,Eólica terrestre
UFVVILA,VILALBA,UPVVILA,IGNIS,Eólica terrestre
UFYARTE,EL YARTE,UPYARTE,IGNIS,Solar fotovoltaica
UGIBT,UGIBT,FVGNRA,GNRA,Solar fotovoltaica
UIPSA1,UIPSA1,ENDER01,ENDCO,Comercializadores mercado libre
ULDCONA,ULDCONA,FULCONA,NEXU,Solar fotovoltaica
ULEA,ULEA,ULEA,BARER,Fluyente
ULIB,ULIBARR-GA,EBRA,IBEG,Embalse
ULMAFOR,ULMAFOR,EDPCR01,EDPCL,Comercializadores mercado libre
ULSOC01,ULTREYA,ULSOC01,ULSOL,Comercializadores mercado libre
UMEMC01,UMEME,UMEMC01,UMEME,Comercializadores mercado libre
UMIA,UMIA,HENGAG,EGLE,Fluyente
UNAR,UNARRE,EBRFEN,ENDG,Fluyente
UNELC01,UNELC01,UNELC01,UNEL,Comercializadores mercado libre
UNIFG,UNIFG,FVGNRA,GNRA,Solar fotovoltaica
UNILEVE,UNILEVER,TFEGED,EGED,Gas natural cogeneración
UNION,UNION,EUNION,REPSB,Eólica terrestre
UNIPC01,UNIPER,UNIPC01,EON,Comercializadores mercado libre
UNITEXR,UNITEXR,SEDAR01,SEDAT,Consumos directos en mercado
UNITEXS,UNITEXS,SEDAR01,SEDAT,Consumos directos en mercado
UPFVSER,FYGNSUR,UPFVSER,LUM1,Solar fotovoltaica
UPINILA,UPINILA,FPINILA,NEXU,Solar fotovoltaica
URACC0F,URANOVII,URACC01,URANC,Comercializadores mercado libre
URAIC01,URAIV,URAIC01,URAIV,Comercializadores mercado libre
URANO,URANO,DANNZN,HISPE,Eólica terrestre
URBAMER,URBAMER,RTIRCA,TIRCA,Residuos domésticos y similares
URBCC01,URBE COMER,URBCC01,URBEN,Comercializadores mercado libre
URBNC01,URBE CD,URBNC01,URBEN,Consumos directos en mercado
URBZARA,URBZARA,RURBZA,EGLE,Biogás
URCAST2,URCAST2,EHIBGES,IBGES,Eólica terrestre
URD1,URDON 1,VIES,REPSB,Fluyente
URD2,URDON 2,VIES,REPSB,Fluyente
URD3,URDON 3,VIES,REPSB,Fluyente
URR1,URROZ 1,EBRA,IBEG,Embalse
URR2,URROZ 2,EBRA,IBEG,Embalse
URSAM,URSA,FURSAMA,GESTE,Solar fotovoltaica
URT1,URDICETO 1,CHURD,GNRA,Embalse
URT2,URDICETO 2,CHURC,GNRA,Embalse
URU1,S-URUMEA 1,EBRA,IBEG,Fluyente
URU2,S-URUMEA 2,EBRA,IBEG,Fluyente
URU3,S-URUMEA 3,EBRA,IBEG,Fluyente
URUSC01,URUS,URUSC01,URUSE,Comercializadores mercado libre
URVIC01,URANOVI,URVIC01,URANB,Comercializadores mercado libre
USEEA,USEEA,UPUSE,GNRA,Solar fotovoltaica
UTGTA2,GTA2,TUTETEM,UTTEM,Residuos domésticos y similares
UZKITA,UZKITA,EGASNE0,GNCO,Eólica terrestre
VACARIS,VACARIS,RVACARI,NEXU,Biogás
VADCB,VADCB,FVGNRA,GNRA,Solar fotovoltaica
VADI,CHVADILLO,HDALT02,INTRA,Fluyente
VAL102,VAL102,FVAL102,SOLRC,Solar fotovoltaica
VALBA,VALBA,EGREEN,EGED,Eólica terrestre
VALBON,VALBON,EHIBGES,IBGES,Eólica terrestre
VALBUEN,VALBUEN,PEVALB,GNRA,Eólica terrestre
VALCAIR,EGST147,EGST147,GESTE,Eólica terrestre
VALCALA,VALCALA,EGREEN,EGED,Eólica terrestre
VALCAR,VALCAR,FVALCAR,CEG,Solar fotovoltaica
VALD1,VALD1,FVALD1,CEG,Solar fotovoltaica
VALD2,VALDE2,FVALD2,CEG,Solar fotovoltaica
VALDECA,VALDECA,EHIBGES,IBGES,Eólica terrestre
VALDECB,VALDECABA,FEGPEM,ECYR,Solar fotovoltaica
VALDECU,VALDECU,EVESTA,EGLE,Eólica terrestre
VALDEHO,VALDEHORNO,EMIRASI,MIRAS,Eólica terrestre
VALDELU,VALDELUGO,EVALDLU,CEG,Eólica terrestre
VALDEMI,VALDEMI,RFVALDE,DETIC,Biogás
VALDEMO,VALDEMO,EIBGEVA,IBGES,Eólica terrestre
VALDENA,VALDENA,EHIBGES,IBGES,Eólica terrestre
VALDEP,VALDEP,EHIBGES,IBGES,Eólica terrestre
VALDEPE,VALDEPE,EGASNE2,GNCO,Eólica terrestre
VALDESA,VALDESA,EREGPEM,ECYR,Eólica terrestre
VALDESN,VALDESN,EHIBGES,IBGES,Eólica terrestre
VALDESP,VALDESP,HRIEAG,EGLE,Hidráulica - No UGH
VALDIHU,VALDIHU,EEGPEM,ECYR,Eólica terrestre
VALDIV,VALDIV,EGREEN,EGED,Eólica terrestre
VALDJOS,VALDJOS,HTAJUN,EGLE,Fluyente
VALDUN2,VALDUN2,HHIMEG,EGLE,Fluyente
VALDUNO,VALDUNO,HHIMEG,EGLE,Fluyente
VALENTI,VALENTI,FVALENT,NEXU,Solar fotovoltaica
VALERRO,VALERRO,EVDERRO,NEXU,Eólica terrestre
VALFU,VALFU,EHIBGES,IBGES,Eólica terrestre
VALFW,VALFW,FVALFW,GNRA,Solar fotovoltaica
VALGEVE,VALGEVE,HENREU,EGLE,Fluyente
VALIC01,VALIC01,VALIC01,VALI,Comercializadores mercado libre
VALL5V,VALL5V,ENDER01,ENDCO,Comercializadores mercado libre
VALLE,VALLE,SENFV1,SOMEN,Solar fotovoltaica
VALLESP,VALLESP,HYVALLE,DETIC,Hidráulica - No UGH
VALLFOS,VALLFOS,HYVALLF,DETIC,Hidráulica - No UGH
VALLFR,VALLFR,ENDER01,ENDCO,Comercializadores mercado libre
VALLHEB,VALLHEB,TZAME,AME,Gas natural cogeneración
VALLKAS,VALLKAS,FVALLKA,CEG,Solar fotovoltaica
VALLOBA,VALLOBA,FVALLOB,NEXU,Solar fotovoltaica
VALLPA,VALLPA,ENDER01,ENDCO,Comercializadores mercado libre
VALLRO,VALLRO,ENDER01,ENDCO,Comercializadores mercado libre
VALOC01,VALOC01,VALOC01,VALOR,Consumos directos en mercado
VALPARD,VALPARD,EGREEN,EGED,Eólica terrestre
VALPBA,VALPBA,TVALPBA,COGEN,Gas natural cogeneración
VALPC2,VALPC2,TVCOMAT,COGEN,Gas natural cogeneración
VALRC01,VALRC01,VALRC01,VALEA,Consumos directos en mercado
VALSA,VALSA,HCGSIHA,HC G,Eólica terrestre
VALSE,RE-107259,TYTRDB,TRADB,Biogás
VALTFON,VALTFON,FVALTA,EGLE,Solar fotovoltaica
VALVERD,VALVERD,FVLVERD,NEXU,Solar fotovoltaica
VAN2,VANDELLOS,VAN2,ENDG,Nuclear
VAP1,VALPARA 1G,DUER,IBEG,Embalse
VAP1B,VALPARA 1B,DUEB,IBEG,Consumo bombeo
VAP2,VALPARA 2G,DUER,IBEG,Embalse
VAP2B,VALPARA 2B,DUEB,IBEG,Consumo bombeo
VAQC01,VAQC01,VAQC01,VAQ,Comercializadores mercado libre
VARAC01,VARAENER,VARAC01,VARAE,Comercializadores mercado libre
VARCB,VARCB,UPVAR,GNRA,Solar fotovoltaica
VASVB,VASVB,FVGNRA,GNRA,Solar fotovoltaica
VBOTOA,VBOTOA,FVBOTOA,GESTE,Solar fotovoltaica
VC11,VILLALC 11,DUER,IBEG,Embalse
VC12,VILLALC 12,DUER,IBEG,Embalse
VC13,VILLALC 13,DUER,IBEG,Embalse
VC21,VILLALC 21,DUER,IBEG,Embalse
VCARM,VCARM,SHEPV06,SHEEN,Solar fotovoltaica
VCASTIN,VCASTIN,HIBSIHA,HC G,Híbrida Renovable
VCN1,VALDECA 1G,TAJO,IBEG,Embalse
VCN1B,VALDECA 1B,TAJB,IBEG,Consumo bombeo
VCN2,VALDECA 2G,TAJO,IBEG,Embalse
VCN2B,VALDECA 2B,TAJB,IBEG,Consumo bombeo
VCN3,VALDECA 3G,TAJO,IBEG,Embalse
VCN3B,VALDECA 3B,TAJB,IBEG,Consumo bombeo
VDECRO,VDECRO,GALPS1,GALP,Solar fotovoltaica
VDLACAS,VDLACAS,EGASNE1,GNCO,Eólica terrestre
VDLIN01,VDLIN01,EGASNE1,GNCO,Eólica terrestre
VDMON,VDMON,EVDMOG,EGED,Eólica terrestre
VDPORRE,VDPORRE,EHIBGES,IBGES,Eólica terrestre
VECCC01,UPVECTORC,VECCC01,VECTO,Comercializadores mercado libre
VECIANA,VECIANA,EVECIA,EGLE,Eólica terrestre
VECONSA,VECONSA,COGVECO,DETIC,Biomasa
VEDADI,VEDADI,EGREEN1,EGED,Eólica terrestre
VEG1,VEGACERV 1,ASIDUE,ASIE,Fluyente
VEG2,VEGACERV 2,ASIDUE,ASIE,Fluyente
VEGCU,VEGCU,HCUER,GNRA,Fluyente
VEL1,VELLE 1,UFMI,GNFG,Embalse
VEL2,VELLE 2,UFMI,GNFG,Embalse
VELCB1,VELCB1,FVGNRA,GNRA,Solar fotovoltaica
VELCB2,VELCB2,FVGNRA,GNRA,Solar fotovoltaica
VELCB3,VELCB3,FVGNRA,GNRA,Solar fotovoltaica
VELETA,VELETA,EBRUJUL,HC G,Eólica terrestre
VELILLA,VELILLA,FIBGEVE,IBGES,Solar fotovoltaica
VELTC01,VELTC01,VELTC01,VELTA,Comercializadores mercado libre
VEN1,VENCIAS,UFTA,GNFG,Embalse
VENTDUC,VENTDUC,EHIBGES,IBGES,Eólica terrestre
VENTOS2,VENTOS2,EEGPEM,ECYR,Eólica terrestre
VENTOSA,VENTOSA,EEGPES,ECYR,Eólica terrestre
VENTUM,VENTUM1,E1VENTU,CEG,Eólica terrestre
VENZO,VENZO,EHIBGES,IBGES,Eólica terrestre
VEO-BD,VEO-BD,TGYER01,TGYE,Comercializadores mercado libre
VEO-EQ,VEO-EQ,TGYER01,TGYE,Comercializadores mercado libre
VEO-HN,VEO-HN,TGYER01,TGYE,Comercializadores mercado libre
VEO-SS,VEO-SS,TGYER01,TGYE,Comercializadores mercado libre
VEO-SX,VEO-SX,TGYER01,TGYE,Comercializadores mercado libre
VEO-TE,VEO-TE,TGYER01,TGYE,Comercializadores mercado libre
VEO-VV,VEO-VV,TGYER01,TGYE,Comercializadores mercado libre
VEO-YD,VEO-YD,TGYER01,TGYE,Comercializadores mercado libre
VEOLIA,VEOLIA,EDPCR01,EDPCL,Comercializadores mercado libre
VER1,V.BIDASO 1,EBRA,IBEG,Fluyente
VER2,V.BIDASO 2,EBRA,IBEG,Fluyente
VERDIGU,VERDIGU,EHIBGES,IBGES,Eólica terrestre
VERDNLS,VERDNLS,FVERDLS,NEXU,Solar fotovoltaica
VERJERE,VERJERE,RVJEREZ,NEXU,Biogás
VERTALC,VERTALC,RVERALC,NEXU,Biogás
VERTI,VERTI,FVGNRA,GNRA,Solar fotovoltaica
VERTX1,VERTX1,ENDER01,ENDCO,Comercializadores mercado libre
VERTX2,VERTX2,ENDER01,ENDCO,Comercializadores mercado libre
VERTX3,VERTX3,ENDER01,ENDCO,Comercializadores mercado libre
VERUELA,VERUELA,FVRUELA,NEXU,Solar fotovoltaica
VERVD,VERVD,FVGNRA,GNRA,Solar fotovoltaica
VESVB,VESVB,FVGNRA,GNRA,Solar fotovoltaica
VETEJAR,VETEJAR,ROLEIC,EGLE,Biomasa
VFR1,VILLAFRA 1,GDLQ,ENDG,Fluyente
VFR2,VILLAFRA 2,GDLQ,ENDG,Fluyente
VGO1,VGONZALO 1,DUER,IBEG,Fluyente
VGO2,VGONZALO 2,DUER,IBEG,Fluyente
VIANA2,VIANA2,HFEGED,EGED,Fluyente
VIANA3,VIANA3,HFEGED,EGED,Fluyente
VIBPC,VIBPC,UPVIBO,GNRA,Solar fotovoltaica
VICAD1,VICAD1,FVGNRA,GNRA,Solar fotovoltaica
VICAD2,VICAD2,FVGNRA,GNRA,Solar fotovoltaica
VICANAS,VICANAS,FVCANAS,NEXU,Solar fotovoltaica
VICEDO,VICEDO,EPEVIG,EGED,Eólica terrestre
VICENTE,VICENTE,UPHOY,GNRA,Solar fotovoltaica
VICTORI,VICTORIA,PEVER,GNRA,Eólica terrestre
VIDRA1,VIDRA1,ENDER01,ENDCO,Comercializadores mercado libre
VIDRA2,VIDRA2,ENDER01,ENDCO,Comercializadores mercado libre
VIDRA3,VIDRA3,ENDER01,ENDCO,Comercializadores mercado libre
VIE1,VIELLA 1,EBRFEN,ENDG,Fluyente
VIE2,VIELLA 2,EBRFEN,ENDG,Fluyente
VIEECA1,VIEECA1,VIEECA1,VIEE,Comercializadores mercado libre
VIELHA,VIELHA,HEGPE3,ECYR,Fluyente
VIL1,VILSIERRA1,UFTA,GNFG,Embalse
VIL2,VILSIERRA2,UFTA,GNFG,Embalse
VILACHA,VILACHA,ESEOUR,EGLE,Eólica terrestre
VILACOB,VILACOB,HLACOBA,GNRA,Fluyente
VILADEM,VILADEMULS,EYPPV4,EPYM,Solar fotovoltaica
VILAMC1,VILAMC1,FVMECA1,NEXU,Solar fotovoltaica
VILAMC2,VILAMC2,FVMECA2,NEXU,Solar fotovoltaica
VILANEA,VILANEA,F1CEG,CEG,Solar fotovoltaica
VILANOV,FV VILANOV,FDREU11,DREUA,Solar fotovoltaica
VILANU2,VILANU2,FFWMARK,WMARK,Solar fotovoltaica
VILANUB,VILANUB,FFWMARK,WMARK,Solar fotovoltaica
VILANUE,VILANUE,FFWMARK,WMARK,Solar fotovoltaica
VILAREY,VILREY,HVILLAR,GESTE,Fluyente
VILDA,VILDA,EVAR,IGNIS,Eólica terrestre
VILLA01,VILLA01,FVGNRA,GNRA,Solar fotovoltaica
VILLAM,VILLAM,HCGSCSA,HC G,Eólica terrestre
VILLANU,VILLANU,EVILLAN,EGED,Eólica terrestre
VILLAR,VILLAR,SHEPV10,SHEEN,Solar fotovoltaica
VILLARO,VILLARO,TTIBGES,IBGES,Derivados del petróleo o carbón
VILLARU,VILLARU,SPGGR01,SPGG,Consumos directos en mercado
VILLAVA,VILLAVALI,FVILLAV,GESTE,Solar fotovoltaica
VILLM,VILLM,UPMESF,GNRA,Solar fotovoltaica
VILLORU,VILLORU,HCGSCSA,HC G,Eólica terrestre
VILLROB,VILLROB,FFIRSTW,EBLCO,Solar fotovoltaica
VILOBI,VILOBI,EGREEN1,EGED,Eólica terrestre
VILOBI2,VILOBI2,EGREEN,EGED,Eólica terrestre
VILPX,VILPX,UPVIL,GNRA,Solar fotovoltaica
VIMAN,VIMAN,FVIMAN,CEG,Solar fotovoltaica
VIMC01,VIMCOMEL,VIMC01,VIMCO,Comercializadores mercado libre
VIMECA,VIMECA,HEGPE3,ECYR,Fluyente
VINASGO,VIÑAS,FVINASG,GESTE,Solar fotovoltaica
