up_code,up_name,subject_code,technology_esios
TPAMEC,TPAMEC,EGLE,Gas Natural Cogeneración
TPANTA,TPANTA,CEG,Gas Natural Cogeneración
TPAPRI,TPAPRI,EGLE,Gas Natural Cogeneración
TPAPRI1,TPAPRI1,EGLE,Gas Natural Cogeneración
TPAYCA,TPAYCA,EGLE,Gas Natural Cogeneración
TPCOGE,TPCOGE,EGLE,Gas Natural Cogeneración
TPCOGEN,TPCOGEN,EGLE,Gas Natural Cogeneración
TPCOVI,TPCOVI,EGLE,Derivados del petróleo ó carbón
TPEEXXI,TPEEXXI,EEXXI,Gas Natural Cogeneración
TPEONUR,TPEONUR,EONUR,Gas Natural Cogeneración
TPERSAN,TPERSAN,DETIC,Gas Natural Cogeneración
TPFEN,COGPOOL,FEN,Derivados del petróleo ó carbón
TPGUIZ,TPGUIZ,EGLE,Gas Natural Cogeneración
TPHCCUR,TPHCCUR,HCCUR,Gas Natural Cogeneración
TPIBCUR,TPIBCUR,IBCUR,Derivados del petróleo ó carbón
TPIBGES,TPIBGES,IBGES,Derivados del petróleo ó carbón
TPIERO,TPIERO,CEG,Derivados del petróleo ó carbón
TPLACG,TPLACG,PLACG,Derivados del petróleo ó carbón
TPLAST,TPLAST,AME,Gas Natural Cogeneración
TPODEBO,TPODEBO,CEG,Gas Natural Cogeneración
TPYC2,TPYC2,EGLE,Gas Natural Cogeneración
TPYCE,TPYCE,EGLE,Gas Natural Cogeneración
TPYSA,TPYSA,EGLE,Gas Natural Cogeneración
TRADC01,COMPENERGI,TRADB,Consumos directos en mercado
TRC2,TRC2,WMARK,Hidráulica UGH
TRCD,TRCD,WMARK,Hidráulica UGH
TRECKIT,TRECKIT,DETIC,Gas Natural Cogeneración
TRELECO,TRELECO,CEG,Derivados del petróleo ó carbón
TREPP,TREPP,REPP,Gas Natural Cogeneración
TRICC01,TRICLINIUM,TRICL,Comercializadores mercado libre
TRIPCX1,TRIPCX1,TRISO,Porfolio
TRIPVX1,TRIPVX1,TRISO,Porfolio
TRL1,TRILLO,IGNU,Nuclear
TRLE,TRLE,EGLE,Gas Natural Cogeneración
TRLE1,TRLE1,EGLE,Gas Natural Cogeneración
TRODO2,TRODO2,EGLE,Híbrida renovable-térmica no renovable
TRODON,TRODON,EGLE,Gas Natural Cogeneración
TRPCAR2,TREPP2,REPP,Gas Natural Cogeneración
TSALIA,TSALIA,CEG,Derivados del petróleo ó carbón
TSALONI,TSALONI,NEXU,Gas Natural Cogeneración
TSANTA,TSANTA,NEXU,Gas Natural Cogeneración
TSANTG,TSANTG,SANTG,Gas Natural Cogeneración
TSAVA,TSAVA,COGEN,Gas Natural Cogeneración
TSEPIOL,SEPIOL,AME,Gas Natural Cogeneración
TSERVI,TSERVI,EGLE,Gas Natural Cogeneración
TSIRUS,TSIRUS,SIRUS,Residuos domésticos y similares
TSLQ,TSLQ,AME,Gas Natural Cogeneración
TSMAJAD,TSMAJADAS,WMARK,Solar térmica
TSMURES,TSMURES,WMARK,Gas Natural Cogeneración
TSOGAM,TSOGAM,WMARK,Gas Natural Cogeneración
TSOLC01,TSOL_UPC01,TSOL,Comercializadores mercado libre
TSOLVAI,TSOLVAY I,REPSB,Derivados del petróleo ó carbón
TSOLVAY,TSOLVAYII,REPSB,Gas Natural Cogeneración
TSORELL,TSORELLANA,WMARK,Solar térmica
TSPALMA,PALMARIO,WMARK,Solar térmica
TSRDCP3,TSRDCP3,TSRDE,Exportación Francia
TSRDVP3,TSRDVP3,TSRDE,Importación Francia
TSRISCA,TSRISCA,WMARK,Solar térmica
TSTENBA,TSTENBA,EGLE,Gas Natural Cogeneración
TTABLER,TTABLER,WMARK,Derivados del petróleo ó carbón
TTARBA,TTARBA,GEMSL,Residuos varios
TTBAYPO,TTBAYPO,DETIC,Gas Natural Cogeneración
TTECGA,TTECGA,EGLE,Gas Natural Cogeneración
TTECQU,TTECQU,IGNIS,Gas Natural Cogeneración
TTFANOI,TFANOIA,NEXU,Gas Natural Cogeneración
TTFCONF,TFCONFIREL,NEXU,Gas Natural Cogeneración
TTFGALL,TFGALLREGA,NEXU,Gas Natural Cogeneración
TTFMOTR,TFMOTRIL,NEXU,Gas Natural Cogeneración
TTFTPSJ,TTFTPSJ,NEXU,Gas Natural Cogeneración
TTFTPZG,TFTPZG,NEXU,Gas Natural Cogeneración
TTFTREN,TFTRENCA,NEXU,Gas Natural Cogeneración
TTIBGES,COG PETROL,IBGES,Derivados del petróleo ó carbón
TTINTS,TTINTS,EGLE,Gas Natural Cogeneración
TTOLSA,TTOLSA,CEG,Gas Natural Cogeneración
TTOVAG,TTOVAG,EGLE,Gas Natural Cogeneración
TTRACTA,TTRACTA,DETIC,Biogás
TTRAJUN,TTRAJUN,DETIC,Gas Natural Cogeneración
TTROYO,TTROYO,NEXU,Gas Natural Cogeneración
TTUDELA,TTUDELA,GNRA,Gas Natural Cogeneración
TUELC01,UP TUELE,TUELE,Comercializadores mercado libre
TUEMADE,TUEMADE,WMARK,Derivados del petróleo ó carbón
TUFICS,TUFICS,AME,Gas Natural Cogeneración
TUSARGO,TUSARGO,GNRA,Derivados del petróleo ó carbón
TUTETEM,GTA2UTETEM,UTTEM,Residuos domésticos y similares
TUTISA,TUTISA,CEG,Gas Natural Cogeneración
TVALPBA,TVALPBA,COGEN,Gas Natural Cogeneración
TVCOMAT,TVCOMAT,COGEN,Gas Natural Cogeneración
TVGARR,TVGARR,EGLE,Gas Natural Cogeneración
TVGNRA2,TVGNRA2,GNRA,Derivados del petróleo ó carbón
TWAME,TWAME,AME,Gas Natural Cogeneración
TWART2,TWART2,AME,Energía residual
TWARTS,TWARTS,WARTS,Energía residual
TYAME,TYAME,AME,Gas Natural Cogeneración
TYCEG,TYCEG,CEG,Gas Natural Cogeneración
TYEEXXI,TYEEXXI,EEXXI,Gas Natural Cogeneración
TYEGLE,TYEGLE,EGLE,Gas Natural Cogeneración
TYEONUR,TYEONUR,EONUR,Gas Natural Cogeneración
TYESYF,TYESYF,GEMSL,Gas Natural Cogeneración
TYGEMSL,TYGEMSL,GEMSL,Gas Natural Cogeneración
TYGENER,TYGENER,ADXRE,Gas Natural Cogeneración
TYGNRA,TYGNRA,GNRA,Gas Natural Cogeneración
TYGNSUR,TYGNSUR,GNSUR,Gas Natural Cogeneración
TYHCCUR,TYHCCUR,HCCUR,Gas Natural Cogeneración
TYHCG,TYHCG,HC G,Gas Natural Cogeneración
TYIBCUR,TYIBCUR,IBCUR,Gas Natural Cogeneración
TYLAUE3,TYLAUE3,LAUEI,Derivados del petróleo ó carbón
TYLMER,TYLMER,LMER,Gas Natural Cogeneración
TYNEXU,TYNEXU,NEXU,Gas Natural Cogeneración
TYTERSA,TERSATERM,TERSA,Residuos domésticos y similares
TYTRDB,PRODUCCION,TRADB,Biogás
TYWMARK,TYWMARK,WMARK,Gas Natural Cogeneración
TZAME,TZAME,AME,Gas Natural Cogeneración
TZAME2,TZAME2 TG,AME,Gas Natural Cogeneración
UBORC01,UBORA,UBORA,Comercializadores mercado libre
UFBB,BOLARQUE B,GNFG,Consumo bombeo
UFBG,BOLARQUE G,GNFG,Turbinación bombeo
UFGC,GNF GALCOS,GNFG,Hidráulica UGH
UFMI,GNF MIÑO,GNFG,Hidráulica UGH
UFTA,GNF TAJO,GNFG,Hidráulica UGH
ULEA,ULEA,BARER,Hidráulica UGH
ULSOC01,ULTREYA,ULSOL,Comercializadores mercado libre
UMEMC01,UMEME,UMEME,Comercializadores mercado libre
UNELC01,UNELC01,UNEL,Comercializadores mercado libre
UNIPC01,UNIPER,EON,Comercializadores mercado libre
UP_COGF,UP_COGFUTN,FUTGR,Gas Natural Cogeneración
UPACAC,UPCOMPRA,IGNIS,Almacenamiento
UPACAMP,UPACAMPO,IGNIS,Solar fotovoltaica
UPACAV,UPACADIEMV,IGNIS,Almacenamiento
UPACUI,UPACUI,GNRA,Solar fotovoltaica
UPADEL,UPADELFA,IGNIS,Solar fotovoltaica
UPADGI,UPADGI,GNRA,Solar fotovoltaica
UPAGA,UPAGA,GNRA,Solar fotovoltaica
UPAGB,UPAGB,GNRA,Solar fotovoltaica
UPAGE,UPAGE,GNRA,Solar fotovoltaica
UPAGUI,UPAGUILA,IGNIS,Solar fotovoltaica
UPAIRPO,UPAIRPORT,IGNIS,Solar fotovoltaica
UPAL20,UPALCON20,IGNIS,Solar fotovoltaica
UPAL21,UPALCAN21,IGNIS,Solar fotovoltaica
UPALAMB,ALAMBOR SO,IGNIS,Solar fotovoltaica
UPALC1,UPALC1,GNRA,Solar fotovoltaica
UPALC2,UPALC2,GNRA,Solar fotovoltaica
UPALDEA,UPALDEA,GNRA,Solar fotovoltaica
UPALFOZ,ALFOZ,IGNIS,Eólica terrestre
UPALG1,UPGUADA1,IGNIS,Solar fotovoltaica
UPALG2,UPGUADA2,IGNIS,Solar fotovoltaica
UPALMAN,UP ALMANSO,IGNIS,Solar fotovoltaica
UPALME,UPALMENDRO,IGNIS,Solar fotovoltaica
UPALMON,UPALMON,GNRA,Solar fotovoltaica
UPALMZ,UPALMZ,GNRA,Solar fotovoltaica
UPALTE2,UP ALTER 2,IGNIS,Solar fotovoltaica
UPALTE3,UP ALTER 3,IGNIS,Solar fotovoltaica
UPAMB,UPAMB,GNRA,Solar fotovoltaica
UPANDEL,UP ANDELLA,IGNIS,Eólica terrestre
UPANT,UPANT,GNRA,Solar fotovoltaica
UPARB,UPARB,GNRA,Solar fotovoltaica
UPARCH2,UPARCHO II,IGNIS,Solar fotovoltaica
UPARCHI,UP ARCHO I,IGNIS,Solar fotovoltaica
UPARCKG,UPARCKG,GNRA,Solar fotovoltaica
UPARCOH,UPARCOH,GNRA,Solar fotovoltaica
UPARENA,UP ARENOSA,IGNIS,Solar fotovoltaica
UPARM,UPARM,GNRA,Solar fotovoltaica
UPARN1,UPARN1,GNRA,Solar fotovoltaica
UPARN2,UPARN2,GNRA,Solar fotovoltaica
UPARN3,UPARN3,GNRA,Solar fotovoltaica
UPARN4,UPARN4,GNRA,Solar fotovoltaica
UPARRO,ARROYADAS,IGNIS,Solar fotovoltaica
UPATLE,UPATLE,GNRA,Solar fotovoltaica
UPATOMI,ATOMIZADAS,IGNIS,Gas Natural Cogeneración
UPAYM,UPAYM,GNRA,Eólica terrestre
UPAZU,UPAZU,GNRA,Solar fotovoltaica
UPBAD1,UPBADAJOZ1,IGNIS,Solar fotovoltaica
UPBAD2,UPBADAJOZ2,IGNIS,Solar fotovoltaica
UPBAD3,UPBADAJOZ3,IGNIS,Solar fotovoltaica
UPBAD4,UPBADAJOZ4,IGNIS,Solar fotovoltaica
UPBAD5,UPBADAJOZ5,IGNIS,Solar fotovoltaica
UPBAD6,UPBADAJOZ6,IGNIS,Solar fotovoltaica
UPBAD7,UPBADAJOZ7,IGNIS,Solar fotovoltaica
UPBADF,UPBADF,GNRA,Solar fotovoltaica
UPBADJ,UPBADJZ,IGNIS,Solar fotovoltaica
UPBALU,UPBALUARTE,IGNIS,Solar fotovoltaica
UPBAOB,UPBAOBAB,IGNIS,Solar fotovoltaica
UPBARR,UP BARRAN,IGNIS,Solar fotovoltaica
UPBAYWA,ALHENDIN 2,IGNIS,Solar fotovoltaica
UPBEL3,BELINCHON3,IGNIS,Solar fotovoltaica
UPBELII,BELINCHON2,IGNIS,Solar fotovoltaica
UPBELOR,BELORADO,IGNIS,Derivados del petróleo ó carbón
UPBERRO,UP BERROCA,IGNIS,Solar fotovoltaica
UPBLAN,UPBLAN,GNRA,Solar fotovoltaica
UPBOMB,UPBOMBARDA,IGNIS,Solar fotovoltaica
UPBON2,UPBON2,GNRA,Solar fotovoltaica
UPBON3,UPBON3,GNRA,Solar fotovoltaica
UPBON4,UPBON4,GNRA,Solar fotovoltaica
UPBONPR,UPBONPR,BNPRU,Comercializadores mercado libre
UPBRAZA,UP BRAZATO,IGNIS,Solar fotovoltaica
UPBRAZO,BRAZOINVES,IGNIS,Solar fotovoltaica
UPBRILE,BRILEN,IGNIS,Gas Natural Cogeneración
UPBUS,UPBUS,GNRA,Eólica terrestre
UPCABEZ,UP CABEZO,IGNIS,Eólica terrestre
UPCAM1,UPCAM1,GNRA,Solar fotovoltaica
UPCAM5,UPCAM5,GNRA,Solar fotovoltaica
UPCAMI,UPCAMCRUZ,IGNIS,Solar fotovoltaica
UPCARB,UPCARBESO,IGNIS,Solar fotovoltaica
UPCARTU,UPCARTU,GNRA,Solar fotovoltaica
UPCASI,UPCASILLA,IGNIS,Solar fotovoltaica
UPCASTA,UP CASTAÑO,IGNIS,Solar fotovoltaica
UPCENS,UPCENS,GNRA,Solar fotovoltaica
UPCERN,CERNEG,IGNIS,Eólica terrestre
UPCERR,FV EL CERR,IGNIS,Solar fotovoltaica
UPCHAM,UPCHAMORRO,IGNIS,Solar fotovoltaica
UPCHAP,UPCHAP,GNRA,Solar fotovoltaica
UPCHBO,UPCHAMBO,IGNIS,Solar fotovoltaica
UPCIERZ,UPCIERZO,IGNIS,Solar fotovoltaica
UPCIMER,CIMERA SOL,IGNIS,Solar fotovoltaica
UPCOLI,UPCOLI,GNRA,Solar fotovoltaica
UPCONVA,UP CONVA,IGNIS,Gas Natural Cogeneración
UPCORAC,CORACHA SO,IGNIS,Solar fotovoltaica
UPCOV1,UPCOV1,GNRA,Solar fotovoltaica
UPCOV2,UPCOVA2,IGNIS,Solar fotovoltaica
UPCOV3,UPCOVA3,IGNIS,Solar fotovoltaica
UPCOV4,UPCOVA4,IGNIS,Solar fotovoltaica
UPCOV5,UPCOV5,GNRA,Solar fotovoltaica
UPCOV6,UPCOV6,GNRA,Solar fotovoltaica
UPCRVI,UPCRVI,GNRA,Solar fotovoltaica
UPCTE,UPCTE,GNRA,Solar fotovoltaica
UPCUCO,UF EL CUCO,IGNIS,Solar fotovoltaica
UPCUE,UPCUE,GNRA,Solar fotovoltaica
UPDAR,UPDAR,GNRA,Solar fotovoltaica
UPDEHE,UP DEHESA,IGNIS,Solar térmica
UPDEMF,UPDEMF,GNRA,Solar fotovoltaica
UPDOH,UPDOH,GNRA,Solar fotovoltaica
UPDROS,UPDROS,GNRA,Solar fotovoltaica
UPDULCI,LA DEHESIC,IGNIS,Eólica terrestre
UPEBRCT,UP EBROCT,IGNIS,Eólica terrestre
UPEBRO,MOL EBRO,IGNIS,Eólica terrestre
UPEBROH,UPEBROHIBR,IGNIS,Híbrida renovable
UPEIDE,UPEIDEN,IGNIS,Solar fotovoltaica
UPEJO,UPEJO,GNRA,Solar fotovoltaica
UPELM,UPELM,GNRA,Solar fotovoltaica
UPELVIS,ELVISA,IGNIS,Solar fotovoltaica
UPEMA,UPEMA,GNRA,Solar fotovoltaica
UPENA,UPENA,GNRA,Solar fotovoltaica
UPENE01,UP ENER 01,EFG,Solar fotovoltaica
UPENE02,UP ENER 02,EFG,Solar fotovoltaica
UPENE03,UPENE03,EFG,Solar fotovoltaica
UPERES,UP ERESMA,IGNIS,Solar fotovoltaica
UPERI,UPERI,GNRA,Solar fotovoltaica
UPESC1,ESCUDEROSI,IGNIS,Solar fotovoltaica
UPESC2,ESCUDEROS2,IGNIS,Solar fotovoltaica
UPESC3,ESCUDEROS,IGNIS,Solar fotovoltaica
UPESC5,ESCUDEROS,IGNIS,Solar fotovoltaica
UPESCA,UPESCA,GNRA,Solar fotovoltaica
UPESCA1,UPESCA1,IGNIS,Solar fotovoltaica
UPESCA2,UPESCA2,IGNIS,Solar fotovoltaica
UPESCA3,UPESCA3,IGNIS,Solar fotovoltaica
UPESQUE,ESQUEDAS,IGNIS,Solar fotovoltaica
UPESTN,UPESTN,GNRA,Eólica terrestre
UPETE,UPETE,GNRA,Solar fotovoltaica
UPETR,UPETR,GNRA,Solar fotovoltaica
UPFCENT,UPFCENT,ECYR,Solar fotovoltaica
UPFED,UPFED,GNRA,Solar fotovoltaica
UPFLOR,UPFLOR,GNRA,Solar fotovoltaica
UPFLORI,REN SAMCA,IGNIS,Solar térmica
UPFON,UPFON,GNRA,Solar fotovoltaica
UPFORT,UPFORT,GNRA,Solar fotovoltaica
UPFRAHI,UPFRAHI,GNRA,Solar fotovoltaica
UPFVSER,SERANTES,LUM1,Solar fotovoltaica
UPGAN,UPGAN,GNRA,Solar fotovoltaica
UPGAPI,UPGAPI,GNRA,Solar fotovoltaica
UPGARI,UPGARI,GNRA,Solar fotovoltaica
UPGARNA,UPGARNACHA,IGNIS,Solar fotovoltaica
UPGAZ1,UPGAZULES1,IGNIS,Solar fotovoltaica
UPGAZ2,UPGAZULES2,IGNIS,Solar fotovoltaica
UPGDAS,UPGDAS,GNRA,Solar fotovoltaica
UPGER2,UPGERENA2,IGNIS,Solar fotovoltaica
UPGETES,UPGETES,SEDAE,Gas Natural Cogeneración
UPGINES,GINESTAR,IGNIS,Eólica terrestre
UPGLIC,UPGLIC,GNRA,Solar fotovoltaica
UPGON,UPGON,GNRA,Solar fotovoltaica
UPGR025,UPGR025,EFG,Solar fotovoltaica
UPGR026,UPGR026,EFG,Solar fotovoltaica
UPGR027,UPGR027,EFG,Solar fotovoltaica
UPGR028,UPGR028,EFG,Solar fotovoltaica
UPGR030,UPGR030,EFG,Solar fotovoltaica
UPGR031,UPGR031,EFG,Solar fotovoltaica
UPGR032,UPGR032,EFG,Solar fotovoltaica
UPGR033,UPGR033,EFG,Solar fotovoltaica
UPGR034,UPGR034,EFG,Solar fotovoltaica
UPGRIE1,UPGRIE1,GNRA,Solar fotovoltaica
UPGRIE2,UPGRIE2,GNRA,Solar fotovoltaica
UPGUARD,UPGUARDIAN,IGNIS,Solar fotovoltaica
UPGUICO,UPGUICO,GNRA,Solar fotovoltaica
UPGUITA,LA GUITA,IGNIS,Solar fotovoltaica
UPGUUF,UPGUUF,GNRA,Solar fotovoltaica
UPHOY,UPHOY,GNRA,Solar fotovoltaica
UPIER1,UPIER1,GNRA,Solar fotovoltaica
UPIER2,UPIER2,GNRA,Solar fotovoltaica
UPIZNI,UPIZNI,GNRA,Solar fotovoltaica
UPJAB,UPJAB,GNRA,Solar fotovoltaica
UPJALON,UP JALON,IGNIS,Eólica terrestre
UPJENAR,UP JENARIZ,IGNIS,Eólica terrestre
UPJER,UPJER,GNRA,Solar fotovoltaica
UPJERE,UPJEREZ20,IGNIS,Solar fotovoltaica
UPJILG,UPJILGUERO,IGNIS,Solar fotovoltaica
UPKEN1,UP KENIA 1,IGNIS,Solar fotovoltaica
UPKEN2,UP KENIA 2,IGNIS,Solar fotovoltaica
UPKEN3,UP KENIA 3,IGNIS,Solar fotovoltaica
UPKEN4,UP KENIA 4,IGNIS,Solar fotovoltaica
UPLAGU,UPLAGUARD,IGNIS,Solar fotovoltaica
UPLAS,UPLAS,GNRA,Solar fotovoltaica
UPLINI,UPLINI,GNRA,Solar fotovoltaica
UPLIT,UPLIT,GNRA,Solar fotovoltaica
UPLLA,UPLLA,GNRA,Solar fotovoltaica
UPLLAP,UPLLAP,GNRA,Solar fotovoltaica
UPLLIC,UPLLIC,GNRA,Solar fotovoltaica
UPLMP,UPLMP,GNRA,Eólica terrestre
UPLSU,UPLSU,GNRA,Solar fotovoltaica
UPLUBIA,ALTOSLUBIA,IGNIS,Solar fotovoltaica
UPLUZ1,LA LUZ I,IGNIS,Solar fotovoltaica
UPLUZ2,LA LUZ II,IGNIS,Solar fotovoltaica
UPLUZ3,LA LUZ III,IGNIS,Solar fotovoltaica
UPLUZ4,LA LUZ IV,IGNIS,Solar fotovoltaica
UPLUZ5,LA LUZ V,IGNIS,Solar fotovoltaica
UPLUZ6,LA LUZ VI,IGNIS,Solar fotovoltaica
UPLUZ7,LALUZVII,IGNIS,Solar fotovoltaica
UPLUZ8,ALTER ENER,IGNIS,Solar fotovoltaica
UPMACHO,UP MACHOS,IGNIS,Solar fotovoltaica
UPMADER,MADERUELO,IGNIS,Derivados del petróleo ó carbón
UPMAJAS,LAS MAJAS,IGNIS,Eólica terrestre
UPMALAB,MALABRIGO,IGNIS,Solar fotovoltaica
UPMAMB,UPMAMBAR,IGNIS,Solar fotovoltaica
UPMANZ1,MANZA1,IGNIS,Solar fotovoltaica
UPMANZT,MANZTIERRA,IGNIS,Solar fotovoltaica
UPMAY,UPMAY,GNRA,Solar fotovoltaica
UPMBEC,UPMBECERRI,IGNIS,Eólica terrestre
UPMESF,UPMESF,GNRA,Solar fotovoltaica
UPMIRA,UPMIRAVETE,IGNIS,Eólica terrestre
UPMOC,UPMOC,GNRA,Solar fotovoltaica
UPMONC,MONCA,GNRA,Solar fotovoltaica
UPMONCA,UP MONCAYO,IGNIS,Eólica terrestre
UPMONEG,UP MONEGRO,IGNIS,Solar fotovoltaica
UPMRA,UPMRA,GNRA,Eólica terrestre
UPMUD1,UPMUD1,GNRA,Solar fotovoltaica
UPMUD2,UPMUD2,GNRA,Solar fotovoltaica
UPMUGA2,LA MUGA II,IGNIS,Eólica terrestre
UPMUGA3,LA MUGA 3,IGNIS,Eólica terrestre
UPMUGAI,LA MUGA I,IGNIS,Eólica terrestre
UPMYSB,UPMYSB,GNRA,Solar fotovoltaica
UPNAVIC,LA NAVICA,IGNIS,Eólica terrestre
UPNGA,UPNGA,GNRA,Solar fotovoltaica
UPNIEB,UPNIEB,GNRA,Solar fotovoltaica
UPNIEST,UPINIESTA,IGNIS,Eólica terrestre
UPOLI,UPOLI,GNRA,Solar fotovoltaica
UPOLIVA,UP OLIVARE,GNRA,Solar fotovoltaica
UPOLM2,UPOLM2,GNRA,Solar fotovoltaica
UPONDA,ONDA,IGNIS,Gas Natural Cogeneración
UPONDA1,ONDA 1,IGNIS,Gas Natural Cogeneración
UPOUBAS,UPOUBASM,IGNIS,Eólica terrestre
UPOWER,UPOWER,GNRA,Solar fotovoltaica
UPOZO,UPOZO,GNRA,Solar fotovoltaica
UPPAL,UPPAL,GNRA,Solar fotovoltaica
UPPATO,UP PATO,IGNIS,Solar fotovoltaica
UPPED,UPPED,GNRA,Solar fotovoltaica
UPPEP3,UPPEPINO3,IGNIS,Solar fotovoltaica
UPPICON,UP PICON,IGNIS,Solar fotovoltaica
UPPIO,UPPIO,GNRA,Solar fotovoltaica
UPPIRI,UPPIRI,GNRA,Solar fotovoltaica
UPPIRON,RIO PIRON,IGNIS,Híbrida renovable-térmica no renovable
UPPIZA,UPPIZANA,IGNIS,Solar fotovoltaica
UPPORTI,PORTILLO,IGNIS,Eólica terrestre
UPPOWER,FV POWER,IGNIS,Solar fotovoltaica
UPPRIOH,UPPRIOH,GNRA,Solar fotovoltaica
UPPSAL,UPPIEDRA,IGNIS,Solar fotovoltaica
UPPTCHA,UP PTCHA,LUM1,Hidráulica UGH
UPPTDIS,UP PTDIS,LUM1,Hidráulica UGH
UPQLL,UPQLL,GNRA,Solar fotovoltaica
UPQUALI,QUALICAPS,LMER,Gas Natural Cogeneración
UPQUIJO,MUNERA I,IGNIS,Eólica terrestre
UPRADON,RADONA,IGNIS,Eólica terrestre
UPRASC,UPRASCON,IGNIS,Solar fotovoltaica
UPRCIER,UPRENCIERZ,IGNIS,Eólica terrestre
UPREBEN,UPREBENTO,IGNIS,Solar fotovoltaica
UPRETA,UPRETAMA,IGNIS,Solar fotovoltaica
UPRIT,UPRIT,GNRA,Solar fotovoltaica
UPROCI1,FVROCIO 1,IGNIS,Solar fotovoltaica
UPROCI3,FVROCIO3,IGNIS,Solar fotovoltaica
UPRODRI,RODRIGO 2,IGNIS,Solar fotovoltaica
UPRTD,UPRTD,GNRA,Solar fotovoltaica
UPRTT,UPRTT,GNRA,Solar fotovoltaica
UPRTU,UPRTU,GNRA,Solar fotovoltaica
UPRUE1,UPRUEDA1,IGNIS,Solar fotovoltaica
UPRUE2,UPRUEDA2,IGNIS,Solar fotovoltaica
UPRUE3,UPRUEDA3,IGNIS,Eólica terrestre
UPRUE4,UPRUEDAW1,IGNIS,Eólica terrestre
UPRUE5,UPRUEDAW2,IGNIS,Eólica terrestre
UPSALG,UPSALGUERO,IGNIS,Eólica terrestre
UPSALI2,UPSALINET2,IGNIS,Solar fotovoltaica
UPSASO,UPSASO,GNRA,Solar fotovoltaica
UPSDAF,UPSDAF,GNRA,Solar fotovoltaica
UPSDNF,UPSDNF,GNRA,Solar fotovoltaica
UPSERBA,UP SERBAL,IGNIS,Solar fotovoltaica
UPSERRE,UPSERRE,GNRA,Solar fotovoltaica
UPSFR,UPSFR,GNRA,Solar fotovoltaica
UPSICF,UPSICF,GNRA,Solar fotovoltaica
UPSIG,UPSIG,GNRA,Solar fotovoltaica
UPSILI,UPSILI,GNRA,Solar fotovoltaica
UPSJUCA,UP SJUCAR,SJUCA,Hidráulica UGH
UPSLN,UPSLN,GNRA,Solar fotovoltaica
UPSOCO,UPSOCOVOS,IGNIS,Solar fotovoltaica
UPSOLI,UPSOLIEDRA,IGNIS,Eólica terrestre
UPSON1,UPSON1,GNRA,Solar fotovoltaica
UPSON2,UPSON2,GNRA,Solar fotovoltaica
UPSON3,UPSON3,GNRA,Solar fotovoltaica
UPSON4,UPSON4,GNRA,Solar fotovoltaica
UPSON5,UPSON5,GNRA,Solar fotovoltaica
UPSOT,UPSOT,GNRA,Solar fotovoltaica
UPSPIV,UPSPIV,GNRA,Eólica terrestre
UPSRC,SRC,LMER,Gas Natural Cogeneración
UPSSALI,UPSALINETE,IGNIS,Solar fotovoltaica
UPTABER,UP TABERNA,IGNIS,Solar fotovoltaica
UPTAC,UPTAC,GNRA,Solar fotovoltaica
UPTALAF,TALAFIZA I,IGNIS,Solar fotovoltaica
UPTORJ,UPTORRIJ,IGNIS,Solar fotovoltaica
UPTORR,UPTORRUBIA,IGNIS,Solar fotovoltaica
UPTOSCA,UP TOSCANO,IGNIS,Solar fotovoltaica
UPTREG1,UPTREVAGO1,IGNIS,Solar fotovoltaica
UPTREG2,UPTREVAGO2,IGNIS,Solar fotovoltaica
UPTREV1,UPTREV1,GNRA,Solar fotovoltaica
UPTREV2,UPTREV2,GNRA,Solar fotovoltaica
UPTRUJI,UP TRUJI,IGNIS,Solar fotovoltaica
UPUSE,UPUSE,GNRA,Solar fotovoltaica
UPVALD1,VADOMPE1,IGNIS,Solar fotovoltaica
UPVALD2,VADOMPERE2,IGNIS,Solar fotovoltaica
UPVALD3,VALDOMPERE,IGNIS,Solar fotovoltaica
UPVALDE,UPVALDENEB,IGNIS,Solar fotovoltaica
UPVALLE,UPVALLE,IGNIS,Solar fotovoltaica
UPVAR,UPVAR,GNRA,Solar fotovoltaica
UPVCE,UPVCE,GNRA,Solar fotovoltaica
UPVENAT,UP VENATOR,IGNIS,Gas Natural Cogeneración
UPVERO,UPVERO,GNRA,Solar fotovoltaica
UPVERO1,UPVERO1,GNRA,Solar fotovoltaica
UPVERO3,UPVERO3,GNRA,Solar fotovoltaica
UPVIBO,UPVIBO,GNRA,Solar fotovoltaica
UPVIL,UPVIL,GNRA,Solar fotovoltaica
UPVILA2,UP VILLA 2,GNRA,Solar fotovoltaica
UPVILLA,UPVILLA,GNRA,Eólica terrestre
UPVIRG2,VIRODANAS2,IGNIS,Eólica terrestre
UPVIRGE,VIRODANASI,IGNIS,Eólica terrestre
UPVISCO,UPVISCOFAN,IGNIS,Gas Natural Cogeneración
UPVLEBR,LA FATAREL,IGNIS,Eólica terrestre
UPVRS,UPVRS,GNRA,Solar fotovoltaica
UPVVILA,VILALBA,IGNIS,Eólica terrestre
UPWM273,CORRANUEVO,WMARK,Eólica terrestre
UPWM274,FVZON,WMARK,Solar fotovoltaica
UPXENC,UPXENC,GNRA,Almacenamiento
UPXENV,UPXENV,GNRA,Almacenamiento
UPYARTE,EL YARTE,IGNIS,Solar fotovoltaica
UPYEN,UPYEN,GNRA,Solar fotovoltaica
UPZAV,UPZAV,GNRA,Solar fotovoltaica
UPZOR,UPZOR,GNRA,Solar fotovoltaica
